,rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,rowupdate
2661,2662,Kepler-625,c,Transit,2,4.1653651,1.304e-05,-1.304e-05,19h28m36.11s,292.150459,+39d38m15.3s,39.637581,502.0,15.91,-13.2,13.307,Kepler-band,5789.0,46.81,-43.94,1.04,0.02,-0.02,0.96,0.03,-0.02,2016-05-10
2662,2663,Kepler-626,b,Transit,1,14.48585199,2.363e-05,-2.363e-05,19h14m47.68s,288.698651,+39d42m29.8s,39.708288,690.0,82.19,-60.71,13.946,Kepler-band,5813.0,93.83,-94.62,1.01,0.05,-0.04,1.05,0.12,-0.09,2016-05-10
2663,2664,Kepler-627,b,Transit,1,40.6994443,0.0001783,-0.0001783,19h28m25.03s,292.104279,+39d46m04.5s,39.767914000000005,1143.0,482.07,-215.07,13.949000000000002,Kepler-band,6424.0,160.13,-213.39,1.3,0.21,-0.14,1.49,0.64,-0.27,2016-05-10
2664,2665,Kepler-628,b,Transit,1,15.4580567,2.95e-06,-2.95e-06,19h21m47.82s,290.449257,+39d51m17.3s,39.854802,579.0,112.05,-97.69,13.398,Kepler-band,5721.0,47.04,-51.36,1.0,0.05,-0.04,1.28,0.25,-0.21,2016-05-10
2665,2666,Kepler-629,b,Transit,1,7.2385854,1.18e-05,-1.18e-05,19h17m40.28s,289.417832,+39d56m42.0s,39.945013,383.0,10.81,-11.12,13.359000000000002,Kepler-band,5444.0,71.98,-60.2,0.93,0.03,-0.03,0.84,0.02,-0.02,2016-05-10
2666,2667,Kepler-63,b,Transit,1,9.4341505,1e-06,-1e-06,19h16m54.28s,289.226179,+49d32m53.5s,49.548203,200.0,15.0,-15.0,12.02,V (Johnson),5576.0,50.0,-50.0,0.98,0.04,-0.04,0.9,0.03,-0.02,2014-05-14
2667,2668,Kepler-630,b,Transit,1,161.4743937,0.0009011,-0.0009011,19h33m42.49s,293.427043,+39d56m32.8s,39.942437,657.0,70.56,-50.36,13.870999999999999,Kepler-band,5829.0,97.42,-98.87,1.02,0.04,-0.04,1.04,0.11,-0.08,2016-05-10
2668,2669,Kepler-631,b,Transit,1,17.97979059,3.77e-05,-3.77e-05,19h47m32.58s,296.88575699999996,+40d13m41.6s,40.228233,843.0,92.69,-67.0,13.5,Kepler-band,6185.0,85.62,-75.47,1.24,0.05,-0.05,1.33,0.14,-0.1,2016-05-10
2669,2670,Kepler-632,b,Transit,1,30.99660733,4.756e-05,-4.756e-05,19h49m00.63s,297.252613,+40d17m19.0s,40.288605,349.0,11.56,-10.8,13.332,Kepler-band,5322.0,89.61,-82.67,0.91,0.03,-0.03,0.84,0.02,-0.02,2016-05-10
2670,2671,Kepler-633,b,Transit,1,8.50340718,2.68e-05,-2.68e-05,19h40m52.18s,295.217437,+40d35m32.1s,40.592251,634.0,118.05,-79.3,13.716,Kepler-band,5899.0,86.22,-91.57,1.02,0.06,-0.06,1.15,0.21,-0.14,2016-05-10
2671,2672,Kepler-634,b,Transit,1,5.16950177,1.029e-05,-1.029e-05,19h24m46.82s,291.195065,+40d42m09.7s,40.702706,757.0,118.16,-99.05,13.55,Kepler-band,6075.0,86.22,-77.53,1.03,0.09,-0.07,1.24,0.19,-0.16,2016-05-10
2672,2673,Kepler-635,b,Transit,1,23.44971004,7.672e-05,-7.672e-05,19h19m05.58s,289.773247,+40d48m02.6s,40.800724,826.0,105.98,-84.63,13.31,Kepler-band,6174.0,70.4,-82.75,1.33,0.06,-0.05,1.51,0.2,-0.15,2016-05-10
2673,2674,Kepler-636,b,Transit,1,16.08066115,5.6e-06,-5.6e-06,19h34m22.05s,293.59188900000004,+41d05m42.6s,41.095161,341.0,11.33,-11.38,13.652999999999999,Kepler-band,5203.0,56.47,-72.86,0.85,0.03,-0.04,0.8,0.02,-0.02,2016-05-10
2674,2675,Kepler-637,b,Transit,1,23.20584623,5.368e-05,-5.368e-05,19h29m40.14s,292.417233,+41d25m00.8s,41.416882,1575.0,164.18,-186.92,13.413,Kepler-band,6096.0,46.96,-44.44,1.64,0.07,-0.1,2.56,0.27,-0.3,2016-05-10
2675,2676,Kepler-638,b,Transit,1,6.07972888,1.513e-05,-1.513e-05,18h59m40.66s,284.919429,+41d37m01.9s,41.617195,426.0,137.23,-41.61,13.532,Kepler-band,5382.0,50.1,-59.39,0.88,0.04,-0.04,0.93,0.29,-0.09,2016-05-10
2676,2677,Kepler-639,b,Transit,1,10.21420496,2.131e-05,-2.131e-05,19h28m44.85s,292.186888,+41d43m37.3s,41.727039000000005,680.0,136.07,-94.49,13.335999999999999,Kepler-band,5896.0,76.96,-59.62,1.14,0.09,-0.06,1.29,0.26,-0.18,2016-05-10
2677,2678,Kepler-640,b,Transit,1,22.24813967,3.515e-05,-3.515e-05,19h44m07.73s,296.032191,+42d07m54.0s,42.131679999999996,538.0,19.13,-16.46,13.720999999999998,Kepler-band,5653.0,72.44,-62.83,1.01,0.03,-0.03,0.94,0.03,-0.03,2016-05-10
2678,2679,Kepler-641,b,Transit,1,9.48961571,2.398e-05,-2.398e-05,19h27m17.64s,291.82348199999996,+42d30m58.4s,42.516216,673.0,115.44,-84.25,13.774000000000001,Kepler-band,5713.0,81.57,-83.52,1.02,0.05,-0.04,1.13,0.19,-0.14,2016-05-10
2679,2680,Kepler-642,b,Transit,1,4.41745855,6.6e-06,-6.6e-06,19h35m20.29s,293.834559,+42d37m29.9s,42.624962,1022.0,448.37,-200.31,13.343,Kepler-band,6570.0,133.26,-201.09,1.4,0.23,-0.16,1.66,0.74,-0.32,2016-05-10
2680,2681,Kepler-643,b,Transit,1,16.33889626,1.826e-05,-1.826e-05,19h21m18.56s,290.327325,+42d53m53.8s,42.898281,1029.0,35.87,-26.94,13.780999999999999,Kepler-band,4908.0,45.26,-47.77,1.0,0.07,-0.04,2.52,0.08,-0.07,2016-05-10
2681,2682,Kepler-644,b,Transit,1,3.1739171,4.23e-06,-4.23e-06,19h41m54.18s,295.475743,+43d29m35.3s,43.493137,1413.0,515.33,-275.94,13.949000000000002,Kepler-band,6747.0,156.03,-238.58,1.49,0.22,-0.17,1.81,0.67,-0.35,2016-05-10
2682,2683,Kepler-645,b,Transit,1,3.27582262,4.77e-06,-4.77e-06,19h21m17.46s,290.322766,+44d02m08.9s,44.035809,901.0,268.27,-129.4,13.992,Kepler-band,6170.0,144.24,-162.1,1.13,0.14,-0.09,1.21,0.36,-0.16,2016-05-10
2683,2684,Kepler-646,b,Transit,1,15.87364565,4.3e-05,-4.3e-05,19h21m53.12s,290.471339,+44d23m13.5s,44.387085,513.0,77.49,-48.6,13.765999999999998,Kepler-band,5634.0,117.96,-139.42,0.93,0.06,-0.06,0.91,0.13,-0.08,2016-05-10
2684,2685,Kepler-647,b,Transit,1,16.2254649,0.0001556,-0.0001556,18h59m09.19s,284.788295,+44d35m30.0s,44.591675,789.0,93.38,-70.74,13.965,Kepler-band,6020.0,81.21,-72.51,1.03,0.06,-0.05,1.07,0.13,-0.09,2016-05-10
2685,2686,Kepler-648,b,Transit,1,17.4211749,2.066e-05,-2.066e-05,18h55m35.92s,283.899655,+45d01m00.8s,45.016888,665.0,24.26,-23.65,13.939,Kepler-band,5741.0,54.98,-51.62,1.05,0.03,-0.03,0.98,0.03,-0.03,2016-05-10
2686,2687,Kepler-649,b,Transit,1,29.90722674,5.373e-05,-5.373e-05,19h02m37.42s,285.655936,+45d04m46.4s,45.079556,525.0,32.74,-29.39,13.437000000000001,Kepler-band,5871.0,62.24,-54.67,0.97,0.04,-0.05,0.94,0.06,-0.05,2016-05-10
2690,2691,Kepler-650,b,Transit,1,3.03214559,3.31e-06,-3.31e-06,19h16m00.21s,289.000875,+45d09m15.4s,45.154270000000004,805.0,138.42,-122.22,13.684000000000001,Kepler-band,5849.0,64.94,-77.61,1.08,0.08,-0.05,1.35,0.23,-0.21,2016-05-10
2691,2692,Kepler-651,b,Transit,1,21.38521506,3.88e-05,-3.88e-05,19h09m19.87s,287.33279,+46d12m12.6s,46.2035,537.0,24.7,-23.32,13.94,Kepler-band,5522.0,64.16,-54.3,0.92,0.03,-0.04,0.87,0.04,-0.03,2016-05-10
2692,2693,Kepler-652,b,Transit,1,4.18200253,1.72e-06,-1.72e-06,19h12m01.95s,288.00811,+46d28m24.8s,46.473557,423.0,10.04,-9.39,13.392999999999999,Kepler-band,5490.0,43.22,-40.88,0.97,0.02,-0.02,0.88,0.02,-0.01,2016-05-10
2693,2694,Kepler-653,b,Transit,2,14.70748976,3.759e-05,-3.759e-05,18h48m51.10s,282.21293,+46d43m04.1s,46.717819,593.0,86.31,-79.11,13.387,Kepler-band,5665.0,54.97,-60.88,1.02,0.05,-0.04,1.19,0.17,-0.16,2016-05-10
2694,2695,Kepler-653,c,Transit,2,0.90037648,3.63e-06,-3.63e-06,18h48m51.10s,282.21293,+46d43m04.1s,46.717819,593.0,86.31,-79.11,13.387,Kepler-band,5665.0,54.97,-60.88,1.02,0.05,-0.04,1.19,0.17,-0.16,2016-05-10
2695,2696,Kepler-654,b,Transit,1,13.72465129,5.006e-05,-5.006e-05,19h48m16.42s,297.068412,+46d50m03.4s,46.834278000000005,661.0,103.47,-66.61,13.645,Kepler-band,5865.0,93.8,-89.45,1.04,0.05,-0.04,1.11,0.17,-0.11,2016-05-10
2696,2697,Kepler-655,b,Transit,1,46.4063358,0.0001651,-0.0001651,19h49m02.18s,297.259092,+46d50m35.5s,46.843193,783.0,114.73,-77.86,13.489,Kepler-band,6170.0,72.99,-62.57,1.15,0.06,-0.05,1.24,0.18,-0.12,2016-05-10
2697,2698,Kepler-656,b,Transit,1,1.26025909,6.6e-07,-6.6e-07,19h13m18.70s,288.327899,+47d22m53.7s,47.381592,867.0,60.08,-55.61,15.342,Kepler-band,5281.0,63.29,-58.78,0.86,0.04,-0.04,0.82,0.05,-0.05,2016-05-10
2698,2699,Kepler-657,b,Transit,1,24.54350418,6.435e-05,-6.435e-05,19h24m47.35s,291.19729900000004,+47d18m28.1s,47.3078,1244.0,244.37,-117.67,15.344000000000001,Kepler-band,5808.0,88.65,-121.47,1.01,0.06,-0.06,1.01,0.2,-0.09,2016-05-10
2699,2700,Kepler-658,b,Transit,1,1.28707676,1.19e-06,-1.19e-06,18h51m56.11s,282.98379,+47d34m42.9s,47.578590000000005,341.0,14.21,-16.9,15.488,Kepler-band,4103.0,39.35,-37.36,0.63,0.02,-0.03,0.6,0.02,-0.02,2016-05-10
2700,2701,Kepler-659,b,Transit,1,17.671796,5.558e-05,-5.558e-05,19h10m25.97s,287.608202,+47d30m34.9s,47.509686,688.0,28.16,-34.77,15.556,Kepler-band,4870.0,49.22,-56.1,0.79,0.03,-0.04,0.74,0.03,-0.04,2016-05-10
2701,2702,Kepler-66,b,Transit,1,17.815815,7.5e-05,-7.5e-05,19h35m55.58s,293.981569,+46d41m15.9s,46.687748,1107.0,90.0,-90.0,15.3,V (Johnson),5962.0,79.0,-79.0,1.04,0.04,-0.04,0.97,0.04,-0.04,2014-05-14
2702,2703,Kepler-660,b,Transit,1,9.27358194,1.178e-05,-1.178e-05,19h12m33.18s,288.138262,+47d43m28.0s,47.724453000000004,564.0,23.98,-36.5,15.302,Kepler-band,4779.0,44.67,-49.24,0.75,0.04,-0.05,0.71,0.03,-0.04,2016-05-10
2703,2704,Kepler-661,b,Transit,1,6.02930132,5.36e-06,-5.36e-06,18h54m50.61s,283.71088100000003,+47d51m47.8s,47.86327,558.0,25.54,-35.29,15.784,Kepler-band,4483.0,56.76,-57.11,0.7,0.03,-0.04,0.67,0.03,-0.04,2016-05-10
2704,2705,Kepler-662,b,Transit,1,21.67697486,6.711e-05,-6.711e-05,19h21m51.63s,290.465134,+47d55m45.0s,47.92918,641.0,26.99,-36.24,15.377,Kepler-band,4897.0,52.49,-59.98,0.79,0.04,-0.04,0.74,0.03,-0.04,2016-05-10
2705,2706,Kepler-663,b,Transit,1,4.99678284,1.448e-05,-1.448e-05,19h51m13.98s,297.808262,+47d56m48.0s,47.946671,1030.0,74.38,-63.5,15.860999999999999,Kepler-band,5264.0,90.56,-127.67,0.86,0.04,-0.04,0.82,0.06,-0.04,2016-05-10
2706,2707,Kepler-664,b,Transit,1,2.52559332,3.67e-06,-3.67e-06,19h15m01.17s,288.754887,+48d13m34.3s,48.2262,1386.0,363.27,-133.71,15.509,Kepler-band,5754.0,73.56,-86.08,1.01,0.06,-0.05,1.02,0.26,-0.1,2016-05-10
2707,2708,Kepler-665,b,Transit,1,16.01310205,4.308e-05,-4.308e-05,19h48m06.15s,297.02563,+48d28m42.9s,48.478596,651.0,32.14,-36.75,15.39,Kepler-band,4913.0,93.83,-86.97,0.79,0.04,-0.04,0.74,0.03,-0.04,2016-05-10
2708,2709,Kepler-666,b,Transit,1,4.49876092,1.769e-05,-1.769e-05,19h53m49.64s,298.45684,+48d47m29.7s,48.791592,1330.0,316.53,-168.02,15.395,Kepler-band,5887.0,164.92,-179.03,1.03,0.09,-0.08,1.05,0.25,-0.12,2016-05-10
2709,2710,Kepler-667,b,Transit,1,41.43962808,8.183e-05,-8.183e-05,19h42m13.21s,295.555049,+49d01m02.4s,49.017342,907.0,76.21,-51.7,15.4,Kepler-band,5327.0,53.04,-70.39,0.91,0.04,-0.04,0.87,0.07,-0.05,2016-05-10
2710,2711,Kepler-668,b,Transit,1,8.35390639,1.695e-05,-1.695e-05,19h01m59.82s,285.49925,+49d16m38.5s,49.277347999999996,877.0,70.0,-59.0,15.317,Kepler-band,5352.0,60.59,-60.88,0.87,0.04,-0.05,0.82,0.06,-0.05,2016-05-10
2711,2712,Kepler-669,b,Transit,1,4.12554687,3.1e-06,-3.1e-06,19h27m44.68s,291.936173,+49d15m14.3s,49.253986,1778.0,463.31,-208.21,15.505999999999998,Kepler-band,6038.0,97.84,-109.18,1.15,0.1,-0.07,1.2,0.32,-0.13,2016-05-10
2712,2713,Kepler-67,b,Transit,1,15.7259,0.00011,-0.00011,19h36m36.80s,294.15333599999997,+46d09m59.2s,46.166438,1107.0,90.0,-90.0,16.4,V (Johnson),5331.0,63.0,-63.0,0.86,0.03,-0.03,0.78,0.03,-0.03,2014-05-14
2713,2714,Kepler-670,b,Transit,1,2.81650485,1.5e-07,-1.5e-07,19h48m03.71s,297.015468,+49d13m31.1s,49.225291999999996,980.0,218.34,-97.82,15.052,Kepler-band,5709.0,89.42,-134.39,0.99,0.05,-0.06,0.99,0.22,-0.09,2016-05-10
2714,2715,Kepler-671,b,Transit,1,4.28095859,6.48e-06,-6.48e-06,19h37m03.79s,294.265808,+49d18m50.7s,49.314091,1139.0,200.13,-87.05,15.356,Kepler-band,5624.0,74.83,-91.38,0.97,0.05,-0.04,0.95,0.17,-0.07,2016-05-10
2715,2716,Kepler-672,b,Transit,1,38.3774623,0.0001555,-0.0001555,19h26m53.28s,291.722008,+49d28m51.2s,49.480877,1011.0,127.59,-74.15,15.172,Kepler-band,5627.0,75.47,-79.72,0.95,0.04,-0.05,0.92,0.11,-0.06,2016-05-10
2716,2717,Kepler-673,b,Transit,1,3.72873109,9.3e-07,-9.3e-07,19h23m08.58s,290.785759,+50d03m14.8s,50.054119,978.0,79.56,-65.42,15.523,Kepler-band,5355.0,60.4,-71.68,0.88,0.04,-0.05,0.84,0.07,-0.05,2016-05-10
2717,2718,Kepler-674,b,Transit,1,2.24338185,2.72e-06,-2.72e-06,19h00m42.29s,285.17621099999997,+50d08m59.3s,50.149817999999996,302.0,18.81,-17.56,15.135,Kepler-band,4192.0,40.95,-42.83,0.6,0.04,-0.04,0.57,0.03,-0.02,2016-05-10
2718,2719,Kepler-675,b,Transit,1,2.33743801,2.07e-06,-2.07e-06,19h35m20.00s,293.833326,+50d13m49.3s,50.230354,651.0,31.74,-38.06,15.334000000000001,Kepler-band,4945.0,69.87,-70.99,0.79,0.04,-0.04,0.75,0.03,-0.04,2016-05-10
2719,2720,Kepler-676,b,Transit,1,11.59822172,1.399e-05,-1.399e-05,19h44m53.27s,296.22197,+50d17m14.1s,50.287237,243.0,14.91,-16.72,15.937000000000001,Kepler-band,3701.0,39.31,-40.14,0.51,0.02,-0.03,0.49,0.02,-0.03,2016-05-10
2720,2721,Kepler-677,b,Transit,1,6.57531678,3.69e-06,-3.69e-06,19h20m23.54s,290.098067,+50d19m17.8s,50.321609,1180.0,252.65,-99.12,15.312000000000001,Kepler-band,5723.0,68.82,-87.95,1.0,0.05,-0.05,0.99,0.21,-0.08,2016-05-10
2721,2722,Kepler-678,b,Transit,1,7.27503724,4.27e-06,-4.27e-06,19h41m49.27s,295.45529300000004,+50d29m40.4s,50.49456,875.0,112.58,-61.05,15.08,Kepler-band,5520.0,72.95,-108.11,0.94,0.04,-0.05,0.91,0.12,-0.06,2016-05-10
2722,2723,Kepler-679,b,Transit,1,12.39358604,3.829e-05,-3.829e-05,19h44m05.12s,296.021342,+50d34m04.0s,50.567783,968.0,89.61,-75.62,15.505,Kepler-band,5403.0,97.13,-105.75,0.87,0.05,-0.05,0.84,0.07,-0.06,2016-05-10
2723,2724,Kepler-68,b,Transit,3,5.398763,4e-06,-4e-06,19h24m07.75s,291.032305,+49d02m25.0s,49.040271999999995,135.0,10.0,-10.0,9.99,V (Johnson),5793.0,74.0,-74.0,1.08,0.05,-0.05,1.24,0.02,-0.02,2014-05-14
2724,2725,Kepler-68,c,Transit,3,9.605085,7.2e-05,-7.2e-05,19h24m07.75s,291.032305,+49d02m25.0s,49.040271999999995,135.0,10.0,-10.0,9.99,V (Johnson),5793.0,74.0,-74.0,1.08,0.05,-0.05,1.24,0.02,-0.02,2014-05-14
2725,2726,Kepler-68,d,Radial Velocity,3,580.0,15.0,-15.0,19h24m07.75s,291.032305,+49d02m25.0s,49.040271999999995,135.0,10.0,-10.0,9.99,V (Johnson),5793.0,74.0,-74.0,1.08,0.05,-0.05,1.24,0.02,-0.02,2014-05-14
2726,2727,Kepler-680,b,Transit,1,3.68992629,9.43e-06,-9.43e-06,19h26m29.38s,291.62241,+50d37m05.7s,50.618237,1342.0,446.09,-145.05,15.242,Kepler-band,5890.0,77.37,-99.2,1.08,0.1,-0.06,1.11,0.38,-0.11,2016-05-10
2727,2728,Kepler-681,b,Transit,1,26.39435646,6.078e-05,-6.078e-05,19h17m35.93s,289.399721,+51d15m01.2s,51.250324,666.0,33.17,-37.24,15.234000000000002,Kepler-band,5021.0,63.8,-62.09,0.8,0.04,-0.05,0.76,0.03,-0.04,2016-05-10
2728,2729,Kepler-682,b,Transit,1,12.61190667,6.46e-06,-6.46e-06,19h16m26.93s,289.11222200000003,+51d44m14.6s,51.737381,951.0,101.45,-67.82,15.14,Kepler-band,5559.0,84.63,-82.16,0.92,0.04,-0.05,0.89,0.09,-0.06,2016-05-10
2729,2730,Kepler-683,b,Transit,1,2.53918318,5.11e-06,-5.11e-06,19h25m45.60s,291.439982,+37d54m20.4s,37.905656,976.0,166.5,-94.05,15.026,Kepler-band,5703.0,140.91,-149.37,0.96,0.06,-0.06,0.95,0.16,-0.08,2016-05-10
2730,2731,Kepler-684,b,Transit,1,6.77030201,8.86e-06,-8.86e-06,19h23m28.92s,290.870517,+38d16m25.1s,38.273635,1066.0,97.73,-92.81,15.591,Kepler-band,5493.0,123.67,-118.74,0.89,0.06,-0.06,0.86,0.08,-0.07,2016-05-10
2731,2732,Kepler-685,b,Transit,1,1.6255222,1.5e-07,-1.5e-07,19h35m29.26s,293.87192999999996,+38d25m22.6s,38.422948999999996,1145.0,327.07,-137.21,15.001,Kepler-band,5963.0,94.44,-126.15,1.11,0.11,-0.07,1.16,0.34,-0.13,2016-05-10
2732,2733,Kepler-686,b,Transit,1,1.59474546,1.1e-07,-1.1e-07,19h00m51.31s,285.213807,+39d01m38.9s,39.027485,1203.0,199.22,-107.4,15.53,Kepler-band,5649.0,155.14,-112.79,0.94,0.06,-0.06,0.92,0.15,-0.08,2016-05-10
2733,2734,Kepler-687,b,Transit,1,20.50586978,2.828e-05,-2.828e-05,19h17m15.71s,289.315452,+39d09m11.8s,39.153285,628.0,29.2,-34.61,15.398,Kepler-band,4841.0,93.0,-63.99,0.77,0.04,-0.04,0.73,0.03,-0.04,2016-05-10
2734,2735,Kepler-688,b,Transit,1,3.89593684,8e-07,-8e-07,19h38m37.26s,294.655242,+39d18m30.1s,39.308366,1247.0,225.58,-135.14,15.725,Kepler-band,5715.0,152.52,-199.21,0.98,0.07,-0.07,0.96,0.17,-0.09,2016-05-10
2735,2736,Kepler-689,b,Transit,1,22.36656079,9.811e-05,-9.811e-05,19h38m50.55s,294.710624,+39d31m18.3s,39.521744,1044.0,124.63,-86.65,15.583,Kepler-band,5518.0,122.7,-162.69,0.91,0.05,-0.06,0.88,0.1,-0.07,2016-05-10
2738,2739,Kepler-690,b,Transit,1,7.74809437,7.63e-06,-7.63e-06,19h37m57.58s,294.489906,+39d46m17.2s,39.771446000000005,1653.0,508.7,-208.66,15.67,Kepler-band,5913.0,87.61,-115.89,1.11,0.1,-0.06,1.16,0.36,-0.14,2016-05-10
2739,2740,Kepler-691,b,Transit,1,8.114379,1.125e-05,-1.125e-05,19h15m14.88s,288.812003,+40d02m00.2s,40.033398,239.0,12.27,-12.57,15.877,Kepler-band,3715.0,37.37,-36.77,0.53,0.02,-0.02,0.5,0.02,-0.02,2016-05-10
2740,2741,Kepler-692,b,Transit,1,21.81293494,7.14e-05,-7.14e-05,19h39m06.44s,294.77684,+40d09m13.5s,40.153738,1000.0,114.51,-80.82,15.54,Kepler-band,5440.0,157.76,-162.0,0.9,0.05,-0.05,0.86,0.1,-0.06,2016-05-10
2741,2742,Kepler-693,b,Transit,1,15.37563332,1.072e-05,-1.072e-05,18h53m00.85s,283.253557,+40d21m29.5s,40.358196,1002.0,54.76,-65.87,16.422,Kepler-band,4881.0,78.78,-77.41,0.76,0.04,-0.05,0.72,0.04,-0.04,2016-05-10
2742,2743,Kepler-694,b,Transit,1,6.36584161,8.1e-06,-8.1e-06,19h24m35.88s,291.14950699999997,+40d25m13.9s,40.420518,1023.0,149.86,-80.34,15.09,Kepler-band,5700.0,110.52,-116.69,0.97,0.05,-0.06,0.95,0.14,-0.07,2016-05-10
2743,2744,Kepler-695,b,Transit,1,3.04033042,3e-07,-3e-07,19h57m15.86s,299.316097,+40d49m20.5s,40.822362,620.0,54.31,-42.99,15.027999999999999,Kepler-band,5181.0,199.46,-197.86,0.84,0.05,-0.05,0.8,0.06,-0.05,2016-05-10
2744,2745,Kepler-696,b,Transit,1,4.19042557,1.6e-06,-1.6e-06,19h33m59.19s,293.49661000000003,+41d08m15.3s,41.137592,1285.0,338.27,-156.75,15.27,Kepler-band,5903.0,106.82,-160.15,1.06,0.08,-0.07,1.08,0.29,-0.12,2016-05-10
2745,2746,Kepler-697,b,Transit,1,3.70987065,3.05e-06,-3.05e-06,18h55m27.45s,283.86439,+41d20m47.2s,41.346458,1091.0,146.18,-87.95,15.581,Kepler-band,5513.0,113.01,-134.25,0.92,0.05,-0.06,0.88,0.12,-0.07,2016-05-10
2746,2747,Kepler-698,b,Transit,1,16.32976218,3.512e-05,-3.512e-05,19h14m02.40s,288.509997,+41d18m06.4s,41.301769,1135.0,140.38,-91.57,15.447000000000001,Kepler-band,5612.0,128.36,-116.05,0.94,0.05,-0.06,0.91,0.11,-0.07,2016-05-10
2747,2748,Kepler-699,b,Transit,1,27.80756293,5.29e-06,-5.29e-06,19h47m33.17s,296.888201,+41d23m45.9s,41.396091,888.0,92.94,-83.75,15.482000000000001,Kepler-band,5330.0,112.77,-71.24,0.81,0.06,-0.07,0.78,0.08,-0.07,2016-05-10
2749,2750,Kepler-700,b,Transit,1,80.8720639,0.0001727,-0.0001727,19h08m37.03s,287.1543,+41d33m56.8s,41.565788,1061.0,161.82,-86.23,15.200999999999999,Kepler-band,5692.0,77.65,-115.63,0.98,0.04,-0.05,0.96,0.15,-0.07,2016-05-10
2750,2751,Kepler-701,b,Transit,1,10.35533177,2.064e-05,-2.064e-05,19h15m58.60s,288.99418199999997,+41d37m59.8s,41.633278000000004,755.0,60.84,-47.36,15.017999999999999,Kepler-band,5343.0,73.58,-88.55,0.88,0.04,-0.05,0.84,0.07,-0.05,2016-05-10
2751,2752,Kepler-702,b,Transit,1,10.52629406,1.9e-06,-1.9e-06,19h35m30.75s,293.878112,+41d39m42.4s,41.661770000000004,892.0,87.19,-60.27,15.305,Kepler-band,5419.0,122.25,-143.8,0.9,0.05,-0.05,0.86,0.08,-0.05,2016-05-10
2752,2753,Kepler-703,b,Transit,1,4.58352176,1.73e-06,-1.73e-06,19h56m44.85s,299.18686099999996,+41d44m33.7s,41.742682,1482.0,656.01,-269.87,15.287,Kepler-band,6185.0,197.61,-248.39,1.18,0.2,-0.12,1.27,0.57,-0.21,2016-05-10
2753,2754,Kepler-704,b,Transit,1,3.76182115,1.161e-05,-1.161e-05,18h53m15.93s,283.316391,+41d50m13.6s,41.83712,1054.0,239.57,-91.31,15.257,Kepler-band,5616.0,77.94,-102.76,0.97,0.04,-0.05,0.96,0.22,-0.08,2016-05-10
2754,2755,Kepler-705,b,Transit,1,56.0560538,0.0002486,-0.0002486,19h18m02.04s,289.508502,+41d48m43.6s,41.812107,251.0,10.74,-11.45,15.849,Kepler-band,3722.0,29.96,-32.88,0.53,0.02,-0.02,0.51,0.01,-0.02,2016-05-10
2755,2756,Kepler-706,b,Transit,1,41.40831347,6.96e-06,-6.96e-06,19h27m02.50s,291.760406,+41d56m38.7s,41.944077,810.0,74.95,-58.76,15.196,Kepler-band,5394.0,78.15,-107.67,0.87,0.04,-0.05,0.84,0.08,-0.06,2016-05-10
2756,2757,Kepler-707,b,Transit,1,2.23749275,4.68e-06,-4.68e-06,19h20m01.82s,290.00757000000004,+42d06m59.3s,42.116459000000006,626.0,37.89,-46.24,15.001,Kepler-band,5099.0,81.84,-69.76,0.8,0.04,-0.05,0.76,0.04,-0.06,2016-05-10
2757,2758,Kepler-708,b,Transit,1,3.16789194,3.84e-06,-3.84e-06,19h35m15.95s,293.816466,+42d12m45.0s,42.212498,1241.0,278.7,-119.36,15.533,Kepler-band,5692.0,138.46,-151.78,0.97,0.06,-0.06,0.96,0.21,-0.09,2016-05-10
2758,2759,Kepler-709,b,Transit,1,16.08524954,2.644e-05,-2.644e-05,19h28m25.25s,292.105207,+42d22m49.1s,42.380318,668.0,41.44,-45.96,15.219000000000001,Kepler-band,5071.0,83.59,-83.42,0.8,0.04,-0.05,0.77,0.04,-0.05,2016-05-10
2759,2760,Kepler-710,b,Transit,1,4.34728553,8.34e-06,-8.34e-06,19h27m51.40s,291.964161,+42d41m46.1s,42.696144,919.0,122.11,-78.32,15.024000000000001,Kepler-band,5611.0,156.89,-127.02,0.94,0.06,-0.06,0.91,0.12,-0.07,2016-05-10
2760,2761,Kepler-711,b,Transit,1,23.58914398,6.647e-05,-6.647e-05,19h49m50.40s,297.460015,+42d50m23.7s,42.839923999999996,664.0,76.22,-56.76,15.315999999999999,Kepler-band,5222.0,236.98,-219.6,0.84,0.06,-0.06,0.8,0.08,-0.06,2016-05-10
2761,2762,Kepler-712,b,Transit,2,21.02247699,4.431e-05,-4.431e-05,19h39m38.34s,294.90973399999996,+42d56m06.9s,42.935261,944.0,31.55,-31.79,15.859000000000002,Kepler-band,5148.0,83.48,-78.09,0.84,0.03,-0.04,0.78,0.02,-0.02,2016-05-10
