row_id,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
1140,Kepler-123 c,Transit,2,26.695074,0.000468,-0.000468,19h47m59.67s,296.998621,+42d46m55.0s,42.781956,1034,178.59,-104.5033333,14.061,Kepler-band,6089,121,-121,1.03,0.063333333,-0.053333333,1.26,0.24,-0.24
1141,Kepler-1230 b,Transit,1,9.95661537,4.47E-05,-4.47E-05,18h53m03.48s,283.2645,+41d42m41.2s,41.711449,1433,259.82,-146.85,15.309,Kepler-band,5961,134.01,-116.25,1.06,0.08,-0.06,1.08,0.19,-0.1
1142,Kepler-1231 b,Transit,1,10.41725184,6.56E-05,-6.56E-05,19h14m21.21s,288.588357,+42d36m20.4s,42.605659,948,191.05,-83.89,14.746,Kepler-band,5778,80.33,-107.4,1.01,0.06,-0.05,1,0.2,-0.08
1143,Kepler-1232 b,Transit,1,26.7839183,0.0001786,-0.0001786,19h46m12.01s,296.550043,+49d06m08.4s,49.102322,740,94.54,-49.75,14.803,Kepler-band,5471,75.31,-111.9,0.92,0.04,-0.04,0.89,0.11,-0.05
1144,Kepler-1233 b,Transit,1,45.1263042,0.0005171,-0.0005171,19h49m30.02s,297.375101,+46d39m44.0s,46.662216,1281,525.45,-200.04,14.689,Kepler-band,6198,139.13,-168.47,1.16,0.18,-0.1,1.25,0.52,-0.18
1145,Kepler-1234 b,Transit,1,11.94014029,8.34E-05,-8.34E-05,19h10m05.29s,287.522025,+51d22m33.1s,51.37586,866,36.75,-42.26,15.912,Kepler-band,4967,56.4,-63.05,0.8,0.03,-0.04,0.76,0.03,-0.03
1146,Kepler-1235 b,Transit,1,4.16055856,2.79E-05,-2.79E-05,18h59m36.72s,284.903015,+43d57m14.3s,43.95396,533,70.26,-37.27,13.889,Kepler-band,5541,78.94,-83.29,0.93,0.04,-0.05,0.9,0.12,-0.06
1147,Kepler-1236 b,Transit,1,31.0571618,0.0002508,-0.0002508,19h42m29.93s,295.624706,+42d32m45.2s,42.545898,1078,95.44,-77.92,15.956,Kepler-band,5337,155.96,-154.2,0.86,0.05,-0.05,0.82,0.07,-0.05
1148,Kepler-1237 b,Transit,1,84.5733226,0.000648,-0.000648,19h42m31.02s,295.629266,+44d41m26.2s,44.69062,1121,147.22,-74.75,15.758,Kepler-band,5472,73.56,-109.1,0.94,0.04,-0.04,0.9,0.12,-0.06
1149,Kepler-1238 b,Transit,1,4.14787559,3.45E-05,-3.45E-05,19h51m37.39s,297.905795,+40d09m46.3s,40.162858,1533,659.84,-351.64,14.725,Kepler-band,6386,341.26,-299.46,1.3,0.24,-0.18,1.48,0.65,-0.32
1150,Kepler-1239 b,Transit,1,5.19104016,2.64E-05,-2.64E-05,19h32m30.57s,293.127381,+42d19m12.4s,42.320103,2511,304.71,-268.79,15.438,Kepler-band,6564,153.47,-198.42,1.4,0.08,-0.09,1.57,0.2,-0.16
1151,Kepler-124 b,Transit,3,3.410493,2.10E-05,-2.10E-05,19h07m00.67s,286.752797,+49d03m53.7s,49.064911,2036.75,253.505,-214.7825,14.139,Kepler-band,4984,100,-100,1.295,0.0725,-0.08,0.64,0.03,-0.03
1152,Kepler-124 c,Transit,3,13.821375,3.70E-05,-3.70E-05,19h07m00.67s,286.752797,+49d03m53.7s,49.064911,1562.5,202.3,-160.775,14.139,Kepler-band,4984,100,-100,1.19,0.065,-0.07,0.64,0.03,-0.03
1153,Kepler-124 d,Transit,3,30.950851,0.000361,-0.000361,19h07m00.67s,286.752797,+49d03m53.7s,49.064911,1088.25,151.095,-106.7675,14.139,Kepler-band,4984,100,-100,1.085,0.0575,-0.06,0.64,0.03,-0.03
1154,Kepler-1240 b,Transit,1,4.8663815,2.51E-05,-2.51E-05,18h51m59.93s,282.999715,+40d33m26.8s,40.55745,614,99.89,-52.76,13.987,Kepler-band,5682,103.27,-116.7,0.98,0.05,-0.05,0.96,0.16,-0.08
1155,Kepler-1241 b,Transit,1,18.5525701,0.0001035,-0.0001035,19h38m18.30s,294.576248,+38d27m25.1s,38.456974,936,83.14,-65.36,15.714,Kepler-band,5261,180.72,-119.79,0.84,0.05,-0.06,0.8,0.06,-0.05
1156,Kepler-1242 b,Transit,1,13.62798432,5.71E-05,-5.71E-05,18h58m25.49s,284.60621,+41d11m47.0s,41.196384,682,29.42,-37.12,15.462,Kepler-band,4895,84.63,-57.56,0.77,0.04,-0.04,0.74,0.03,-0.04
1157,Kepler-1243 b,Transit,1,16.8320729,8.92E-05,-8.92E-05,19h36m02.27s,294.009462,+42d52m50.8s,42.880772,877,140.74,-76,14.834,Kepler-band,5667,113.87,-139.83,0.96,0.05,-0.06,0.94,0.15,-0.07
1158,Kepler-1244 b,Transit,1,3.70428172,1.78E-05,-1.78E-05,18h49m12.29s,282.301216,+46d30m58.3s,46.516201,764,357,-139.21,12.402,Kepler-band,6680,94.5,-106.27,1.46,0.26,-0.14,1.77,0.83,-0.33
1159,Kepler-1245 b,Transit,2,4.35409304,1.93E-05,-1.93E-05,19h22m58.64s,290.744327,+43d15m38.8s,43.260777,861,66.19,-52.28,15.404,Kepler-band,5306,77.49,-101.98,0.86,0.04,-0.04,0.83,0.06,-0.05
1160,Kepler-1245 c,Transit,2,2.93658468,8.40E-06,-8.40E-06,19h22m58.64s,290.744327,+43d15m38.8s,43.260777,861,66.19,-52.28,15.404,Kepler-band,5306,77.49,-101.98,0.86,0.04,-0.04,0.83,0.06,-0.05
1161,Kepler-1246 b,Transit,1,11.32271513,8.85E-05,-8.85E-05,19h10m37.78s,287.657402,+48d58m55.8s,48.982166,435,17.62,-25.53,15.006,Kepler-band,4611,49.69,-51.31,0.73,0.03,-0.04,0.69,0.02,-0.04
1162,Kepler-1247 b,Transit,1,13.71220213,6.36E-05,-6.36E-05,19h38m08.05s,294.533553,+46d37m05.8s,46.618271,1094,87.58,-69.39,15.935,Kepler-band,5303,116.55,-112.59,0.86,0.04,-0.05,0.82,0.06,-0.05
1163,Kepler-1248 b,Transit,1,7.46725407,5.30E-05,-5.30E-05,19h12m14.24s,288.059319,+51d21m16.0s,51.354454,540,30.38,-25.95,12.77,Kepler-band,6149,83.25,-74.3,1.21,0.04,-0.04,1.21,0.06,-0.05
1164,Kepler-1249 b,Transit,1,24.3347127,0.0002886,-0.0002886,19h47m34.77s,296.894856,+44d22m18.4s,44.37178,1674,673.73,-277.71,15.373,Kepler-band,6202,133.62,-201.72,1.19,0.17,-0.12,1.28,0.52,-0.2
1165,Kepler-125 b,Transit,2,4.164389,3.00E-06,-3.00E-06,19h53m01.95s,298.258123,+47d36m17.8s,47.604946,1573,553.18,-225.6566667,14.752,Kepler-band,3810,150,-150,0.55,0.13,-0.096666667,0.51,0.02,-0.02
1166,Kepler-125 c,Transit,2,5.774464,4.70E-05,-4.70E-05,19h53m01.95s,298.258123,+47d36m17.8s,47.604946,1472,432.63,-173.6033333,14.752,Kepler-band,3810,150,-150,0.55,0.09,-0.073333333,0.51,0.02,-0.02
1167,Kepler-1250 b,Transit,1,2.60754383,6.52E-06,-6.52E-06,19h11m10.53s,287.793862,+45d58m48.9s,45.98024,1371,312.08,-121.55,15.618,Kepler-band,5717,71.36,-82.51,0.99,0.05,-0.05,0.98,0.22,-0.08
1168,Kepler-1251 b,Transit,1,45.0904643,0.000463,-0.000463,19h28m27.64s,292.115153,+49d15m23.1s,49.256428,863,113.77,-63.8,14.976,Kepler-band,5545,85.54,-95.15,0.92,0.05,-0.06,0.89,0.12,-0.06
1169,Kepler-1252 b,Transit,1,15.0540329,0.0001248,-0.0001248,19h55m48.08s,298.950318,+46d41m34.1s,46.692799,828,204.47,-110.23,14.503,Kepler-band,5949,144.6,-218.38,1.06,0.09,-0.09,1.09,0.27,-0.14
1170,Kepler-1253 b,Transit,1,68.8861915,0.000527,-0.000527,18h55m32.43s,283.885115,+47d38m14.0s,47.637222,390,52.02,-45.48,12.464,Kepler-band,5850,65.89,-56.44,0.97,0.06,-0.06,1.1,0.15,-0.13
1171,Kepler-1254 b,Transit,3,9.99113313,5.61E-05,-5.61E-05,19h00m41.60s,285.173326,+48d46m12.2s,48.770042,676,31.89,-48.38,15.311,Kepler-band,4985,53,-45.04,0.78,0.04,-0.05,0.75,0.03,-0.05
1172,Kepler-1254 c,Transit,3,3.60084276,1.90E-05,-1.90E-05,19h00m41.60s,285.173326,+48d46m12.2s,48.770042,676,31.89,-48.38,15.311,Kepler-band,4985,53,-45.04,0.78,0.04,-0.05,0.75,0.03,-0.05
1173,Kepler-1254 d,Transit,3,5.72717226,2.91E-05,-2.91E-05,19h00m41.60s,285.173326,+48d46m12.2s,48.770042,676,31.89,-48.38,15.311,Kepler-band,4985,53,-45.04,0.78,0.04,-0.05,0.75,0.03,-0.05
1174,Kepler-1255 b,Transit,1,36.2919336,0.0003156,-0.0003156,19h40m57.43s,295.239275,+42d43m35.3s,42.726479,1344,364.65,-175.95,15.251,Kepler-band,6018,134.73,-186.81,1.08,0.1,-0.09,1.12,0.31,-0.14
1175,Kepler-1256 b,Transit,1,12.4127754,0.000108,-0.000108,19h25m53.83s,291.474304,+44d41m00.7s,44.683514,862,166.76,-121.8,13.539,Kepler-band,6129,67.94,-69.29,1.17,0.09,-0.06,1.36,0.27,-0.19
1176,Kepler-1257 b,Transit,1,2.66831376,9.86E-06,-9.86E-06,19h44m18.16s,296.075676,+45d37m37.4s,45.627056,1081,127.43,-88.57,15.553,Kepler-band,5502,168.32,-93.92,0.9,0.06,-0.05,0.87,0.1,-0.07
1177,Kepler-1258 b,Transit,1,0.98494017,3.18E-06,-3.18E-06,19h01m37.19s,285.404941,+49d59m41.1s,49.994747,651,94.25,-59.45,13.835,Kepler-band,5839,79.16,-73.45,0.99,0.05,-0.06,0.99,0.15,-0.08
1178,Kepler-1259 b,Transit,1,0.66308526,8.70E-07,-8.70E-07,19h51m21.96s,297.841489,+46d58m03.7s,46.967682,704,36.77,-41.1,15.304,Kepler-band,5053,113.64,-67.62,0.8,0.04,-0.05,0.77,0.04,-0.04
1179,Kepler-126 b,Transit,3,10.495711,2.80E-05,-2.80E-05,19h17m23.35s,289.347291,+44d12m30.8s,44.208553,788.25,97.33,-66.04,10.5,Kepler-band,6239,94,-94,0.865,0.0525,-0.0575,1.36,0.02,-0.02
1180,Kepler-126 c,Transit,3,21.869741,8.20E-05,-8.20E-05,19h17m23.35s,289.347291,+44d12m30.8s,44.208553,872.5,157.89,-90.98,10.5,Kepler-band,6239,94,-94,0.93,0.065,-0.065,1.36,0.02,-0.02
1181,Kepler-126 d,Transit,3,100.283134,0.000255,-0.000255,19h17m23.35s,289.347291,+44d12m30.8s,44.208553,956.75,218.45,-115.92,10.5,Kepler-band,6239,94,-94,0.995,0.0775,-0.0725,1.36,0.02,-0.02
1182,Kepler-1260 b,Transit,1,19.1187753,0.0001687,-0.0001687,19h42m21.90s,295.591254,+42d33m18.9s,42.555241,1041,279.01,-140.86,14.838,Kepler-band,5961,131.56,-192.48,1.06,0.09,-0.08,1.08,0.3,-0.14
1183,Kepler-1261 b,Transit,1,48.4308991,0.0003144,-0.0003144,19h00m55.79s,285.23245,+48d48m24.2s,48.806721,795,38.99,-35.52,15.605,Kepler-band,5006,48.34,-44.49,0.82,0.03,-0.04,0.77,0.03,-0.03
1184,Kepler-1262 b,Transit,1,8.67900242,3.79E-05,-3.79E-05,19h15m05.24s,288.771814,+42d12m47.6s,42.213219,1153,201.88,-104.4,15.18,Kepler-band,5771,101.71,-103.42,0.99,0.06,-0.06,0.98,0.17,-0.09
1185,Kepler-1263 b,Transit,1,4.55139967,2.13E-05,-2.13E-05,19h05m56.08s,286.483651,+46d45m09.4s,46.752617,695,45.01,-42.36,15.035,Kepler-band,5213,61.9,-74.37,0.84,0.04,-0.04,0.8,0.05,-0.05
1186,Kepler-1264 b,Transit,1,0.96852602,2.33E-06,-2.33E-06,19h19m32.25s,289.884378,+45d12m41.4s,45.211502,814,153.3,-81.76,14.511,Kepler-band,5791,109.18,-145.15,0.99,0.06,-0.06,0.98,0.18,-0.09
1187,Kepler-1265 b,Transit,1,6.49441289,2.95E-05,-2.95E-05,18h58m20.59s,284.585789,+47d04m46.3s,47.079533,581,27.29,-50.12,15.602,Kepler-band,4630,42.63,-41.2,0.71,0.04,-0.05,0.69,0.03,-0.05
1188,Kepler-1266 b,Transit,1,28.474748,0.0002045,-0.0002045,19h03m28.63s,285.869287,+42d43m41.1s,42.728096,901,49.38,-56.15,15.86,Kepler-band,5044,49.22,-50.99,0.8,0.04,-0.05,0.76,0.04,-0.05
1189,Kepler-1267 b,Transit,1,13.0313945,0.0001104,-0.0001104,19h56m40.69s,299.169533,+43d26m27.9s,43.441094,1628,503.13,-251.88,15.829,Kepler-band,6096,119.67,-215.9,1.15,0.11,-0.11,1.2,0.37,-0.17
1190,Kepler-1268 b,Transit,1,40.9903986,0.0004806,-0.0004806,19h11m21.24s,287.838481,+43d09m11.6s,43.153236,1406,450.45,-159.4,15.272,Kepler-band,5904,68.91,-79.21,1.06,0.08,-0.06,1.09,0.36,-0.12
1191,Kepler-1269 b,Transit,1,37.3331536,0.000321,-0.000321,19h11m13.34s,287.805581,+45d20m26.0s,45.340549,710,192.2,-80.27,13.611,Kepler-band,5998,88.2,-88.22,1.1,0.09,-0.06,1.15,0.32,-0.12
1192,Kepler-127 b,Transit,3,14.435889,6.30E-05,-6.30E-05,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,833.5,171.865,-96.48,11.485,Kepler-band,6106,106,-106,1.145,0.07,-0.0725,1.36,0.04,-0.04
1193,Kepler-127 c,Transit,3,29.393195,7.30E-05,-7.30E-05,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,957,151.53,-112.69,11.485,Kepler-band,6106,106,-106,1.19,0.05,-0.085,1.36,0.04,-0.04
1194,Kepler-127 d,Transit,3,48.630408,0.000128,-0.000128,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,1080.5,131.195,-128.9,11.485,Kepler-band,6106,106,-106,1.235,0.03,-0.0975,1.36,0.04,-0.04
1195,Kepler-1270 b,Transit,1,6.03356196,6.55E-05,-6.55E-05,19h06m51.75s,286.715634,+48d38m43.0s,48.645279,1204,110.86,-145.11,13.274,Kepler-band,5047,40.17,-34.17,1.28,0.01,-0.11,3.38,0.3,-0.41
1196,Kepler-1271 b,Transit,1,3.0255955,1.16E-05,-1.16E-05,19h05m22.63s,286.344287,+37d24m43.1s,37.411973,885,131.56,-95.94,13.925,Kepler-band,6143,81.37,-88.49,1.13,0.06,-0.06,1.23,0.18,-0.13
1197,Kepler-1272 b,Transit,1,51.1309704,0.0004514,-0.0004514,19h00m52.76s,285.219843,+38d48m21.2s,38.805878,896,222.28,-96.23,14.423,Kepler-band,5926,95.26,-135.18,1.06,0.08,-0.07,1.09,0.27,-0.11
1198,Kepler-1273 b,Transit,1,28.625653,0.0002174,-0.0002174,19h03m12.77s,285.803226,+44d52m24.3s,44.873428,1355,171.94,-90.29,15.826,Kepler-band,5566,77.45,-71.25,0.94,0.04,-0.05,0.91,0.12,-0.06
1199,Kepler-1274 b,Transit,1,6.98152703,6.71E-05,-6.71E-05,18h58m22.49s,284.593715,+46d26m59.2s,46.449776,609,38.18,-35.48,11.752,Kepler-band,6179,54.41,-48.15,1.45,0.06,-0.05,2.17,0.13,-0.12
1200,Kepler-1275 b,Transit,1,3.65691115,1.58E-05,-1.58E-05,19h34m00.12s,293.500497,+44d55m56.8s,44.932457,1280,556.04,-237.51,14.46,Kepler-band,6296,202.94,-214.87,1.23,0.21,-0.13,1.36,0.6,-0.23
1201,Kepler-1276 b,Transit,1,12.5720095,0.0001098,-0.0001098,19h11m25.68s,287.85701,+40d32m49.9s,40.547181,587,67.02,-48.86,12.885,Kepler-band,6188,65.25,-55.24,1.14,0.05,-0.05,1.21,0.14,-0.1
1202,Kepler-1277 b,Transit,1,40.8365012,0.0004586,-0.0004586,19h40m24.58s,295.102413,+40d34m20.6s,40.572396,606,40.99,-34.03,14.05,Kepler-band,5578,82.21,-68.73,0.94,0.04,-0.04,0.92,0.06,-0.05
1203,Kepler-1278 b,Transit,1,3.23941344,1.70E-05,-1.70E-05,18h51m49.66s,282.956935,+42d49m32.2s,42.825619,743,223.95,-88.31,13.658,Kepler-band,6074,112.24,-128.32,1.11,0.11,-0.08,1.16,0.35,-0.13
1204,Kepler-1279 b,Transit,1,23.4774101,0.0002445,-0.0002445,19h12m22.95s,288.095635,+40d21m57.5s,40.365964,1017,454.91,-153.53,13.973,Kepler-band,6221,97.8,-110.44,1.21,0.19,-0.1,1.33,0.62,-0.19
1205,Kepler-128 b,Transit,2,15.09,0.000419833,-0.000419833,18h49m58.13s,282.492224,+43d58m48.8s,43.980213,1013.333333,454.9033333,-156.2433333,11.39,Kepler-band,6090,105.7633333,-125.7966667,1.18,0.07,-0.07,1.66,0.04,-0.04
1206,Kepler-128 c,Transit,2,22.804,0.000595167,-0.000595167,18h49m58.13s,282.492224,+43d58m48.8s,43.980213,1009.666667,454.8966667,-158.9566667,11.39,Kepler-band,6090,113.7266667,-141.1533333,1.18,0.07,-0.07,1.66,0.04,-0.04
1207,Kepler-1280 b,Transit,1,66.5579057,0.0007705,-0.0007705,19h34m17.74s,293.573935,+45d23m04.3s,45.384541,1006,454.89,-161.67,14.074,Kepler-band,6227,121.69,-156.51,1.2,0.18,-0.11,1.32,0.59,-0.2
1208,Kepler-1281 b,Transit,1,3.11602791,1.30E-05,-1.30E-05,19h41m25.07s,295.354457,+48d30m55.5s,48.515404,1090,80.37,-74.13,15.79,Kepler-band,5353,86.5,-93.58,0.87,0.04,-0.05,0.83,0.06,-0.05
1209,Kepler-1282 b,Transit,1,2.13194651,6.87E-06,-6.87E-06,19h20m42.28s,290.176173,+46d41m54.0s,46.698338,1126,146.46,-77.1,15.545,Kepler-band,5504,81.08,-78.7,0.92,0.04,-0.04,0.89,0.11,-0.06
1210,Kepler-1283 b,Transit,1,12.9460978,0.0002185,-0.0002185,19h41m50.96s,295.462337,+40d46m37.1s,40.776969,1452,589.71,-245.76,15.079,Kepler-band,6175,183.18,-233.53,1.16,0.18,-0.11,1.25,0.51,-0.2
1211,Kepler-1284 b,Transit,1,0.66407381,1.48E-06,-1.48E-06,19h25m06.96s,291.279002,+47d41m15.5s,47.687649,852,50.63,-48.34,15.645,Kepler-band,5123,62.8,-83.53,0.84,0.04,-0.04,0.79,0.05,-0.04
1212,Kepler-1285 b,Transit,1,14.7967458,0.0001134,-0.0001134,18h47m20.49s,281.835355,+44d09m21.3s,44.155926,364,35.76,-26.37,11.714,Kepler-band,6170,67.21,-62.49,1.2,0.05,-0.04,1.28,0.12,-0.09
1213,Kepler-1286 b,Transit,1,11.25402929,6.81E-05,-6.81E-05,18h41m02.01s,280.258382,+43d50m08.8s,43.835766,1150,236.63,-90.45,15.166,Kepler-band,5753,74.56,-79.2,1,0.05,-0.05,0.98,0.2,-0.07
1214,Kepler-1287 b,Transit,1,11.47685909,6.47E-05,-6.47E-05,19h16m32.32s,289.134661,+47d03m46.8s,47.062996,1027,142.05,-83.16,15.051,Kepler-band,5715,93.97,-83.95,0.96,0.05,-0.06,0.94,0.13,-0.07
1215,Kepler-1288 b,Transit,1,2.76122421,1.48E-05,-1.48E-05,19h02m51.24s,285.713488,+41d36m21.1s,41.605873,715,288.8,-99.54,13.321,Kepler-band,6132,87.95,-135.79,1.2,0.16,-0.08,1.29,0.54,-0.17
1216,Kepler-1289 b,Transit,1,7.99019627,5.08E-05,-5.08E-05,19h45m33.31s,296.388807,+41d02m26.1s,41.040571,1059,348.88,-180.86,14.59,Kepler-band,6080,245.65,-268.17,1.1,0.17,-0.1,1.17,0.37,-0.18
1217,Kepler-129 b,Transit,2,15.79186,6.80E-05,-6.80E-05,19h01m14.71s,285.311284,+47d50m54.9s,47.848595,1146.333333,293.2233333,-156.14,11.696,Kepler-band,5770,83,-83,1.18,0.13,-0.083333333,1.64,0.05,-0.05
1218,Kepler-129 c,Transit,2,82.20017,0.00068,-0.00068,19h01m14.71s,285.311284,+47d50m54.9s,47.848595,1233.666667,237.5666667,-131.42,11.696,Kepler-band,5770,83,-83,1.18,0.09,-0.066666667,1.64,0.05,-0.05
1219,Kepler-1290 b,Transit,1,4.69500134,4.21E-05,-4.21E-05,19h22m44.46s,290.685249,+43d51m34.7s,43.859638,1321,181.91,-106.7,15.711,Kepler-band,5660,114.11,-108.37,0.95,0.05,-0.05,0.93,0.13,-0.07
1220,Kepler-1291 b,Transit,1,8.63043276,6.73E-05,-6.73E-05,19h17m30.49s,289.377032,+40d00m04.1s,40.001151,982,65.31,-62.48,15.868,Kepler-band,5216,81.36,-108.14,0.84,0.04,-0.05,0.8,0.05,-0.05
1221,Kepler-1292 b,Transit,1,3.27646405,1.55E-05,-1.55E-05,18h59m37.37s,284.90572,+43d56m57.0s,43.949169,1406,219.64,-102.48,15.934,Kepler-band,5556,63,-77.3,0.95,0.04,-0.04,0.93,0.14,-0.06
1222,Kepler-1293 b,Transit,1,5.57654784,4.02E-05,-4.02E-05,19h20m06.22s,290.025921,+48d20m09.4s,48.335949,770,330.2,-115.71,13.383,Kepler-band,6241,114.93,-99.8,1.18,0.18,-0.1,1.28,0.55,-0.18
1223,Kepler-1294 b,Transit,1,115.6862258,0.0008445,-0.0008445,19h25m04.34s,291.268101,+44d29m17.5s,44.488194,1120,189.56,-110.33,15.174,Kepler-band,5776,152.5,-137.2,0.99,0.07,-0.06,0.97,0.16,-0.09
1224,Kepler-1295 b,Transit,1,3.81371974,2.28E-05,-2.28E-05,19h25m35.49s,291.397864,+45d35m18.8s,45.588559,1257,142.81,-84.25,15.89,Kepler-band,5486,70.55,-100.36,0.92,0.04,-0.04,0.89,0.1,-0.06
1225,Kepler-1296 b,Transit,1,8.3839865,8.65E-05,-8.65E-05,19h28m30.05s,292.125189,+41d24m28.1s,41.407814,631,53.03,-41.84,14.667,Kepler-band,5359,98.28,-120.32,0.87,0.04,-0.05,0.83,0.07,-0.05
1226,Kepler-1297 b,Transit,1,1.68189002,1.03E-05,-1.03E-05,19h19m49.56s,289.956501,+47d01m13.4s,47.020393,996,163.95,-94.27,14.812,Kepler-band,5818,83.49,-92.17,0.99,0.06,-0.06,0.99,0.16,-0.09
1227,Kepler-1298 b,Transit,1,7.12811928,4.86E-05,-4.86E-05,18h57m41.46s,284.422735,+49d06m22.4s,49.106224,498,83.99,-84.79,11.392,Kepler-band,6339,64.06,-65.86,1.45,0.12,-0.11,2,0.34,-0.35
1228,Kepler-1299 b,Transit,1,19.9400874,0.0001457,-0.0001457,19h04m36.04s,286.150155,+37d24m41.0s,37.411377,1352,196.3,-103.91,15.922,Kepler-band,5609,92.88,-129.75,0.94,0.04,-0.06,0.91,0.13,-0.06
1229,Kepler-130 b,Transit,3,8.457458,3.90E-05,-3.90E-05,19h13m48.16s,288.450665,+40d14m43.1s,40.245305,1203.25,188,-120.7625,11.529,Kepler-band,5884,75,-75,1,0.09,-0.1,1.13,0.03,-0.03
1230,Kepler-130 c,Transit,3,27.50868,6.00E-05,-7.00E-05,19h13m48.16s,288.450665,+40d14m43.1s,40.245305,1054.5,179.7,-137.615,11.529,Kepler-band,5884,75,-75,1,0.09,-0.1,1.13,0.03,-0.03
1231,Kepler-130 d,Transit,3,87.517905,0.000744,-0.000744,19h13m48.16s,288.450665,+40d14m43.1s,40.245305,905.75,171.4,-154.4675,11.529,Kepler-band,5884,75,-75,1,0.09,-0.1,1.13,0.03,-0.03
1232,Kepler-1300 b,Transit,1,22.2419092,0.0002454,-0.0002454,19h16m07.93s,289.033022,+40d05m12.8s,40.086887,757,163.1,-171.32,12.816,Kepler-band,6130,87.31,-108.91,1.29,0.16,-0.15,1.79,0.38,-0.41
1233,Kepler-1301 b,Transit,1,9.08237046,4.33E-05,-4.33E-05,19h06m25.00s,286.604183,+42d26m25.1s,42.440319,816,50.86,-42.3,15.4,Kepler-band,5188,55.6,-60.07,0.85,0.04,-0.04,0.81,0.05,-0.04
1234,Kepler-1302 b,Transit,1,8.83922659,5.87E-05,-5.87E-05,19h23m57.42s,290.989241,+50d18m29.0s,50.30806,727,53.32,-39.87,15.102,Kepler-band,5236,58.55,-77.09,0.86,0.04,-0.04,0.82,0.06,-0.04
1235,Kepler-1303 b,Transit,1,7.56127224,4.12E-05,-4.12E-05,18h57m08.92s,284.287156,+42d21m20.2s,42.355614,905,211.91,-86.28,14.64,Kepler-band,5771,85.68,-110.62,1.01,0.05,-0.05,1,0.24,-0.09
1236,Kepler-1304 b,Transit,1,16.1288853,0.0001191,-0.0001191,19h01m06.34s,285.276428,+39d26m48.9s,39.446916,682,49.28,-44.95,15.022,Kepler-band,5259,97.24,-121.88,0.85,0.04,-0.05,0.81,0.05,-0.05
1237,Kepler-1305 b,Transit,1,13.5630972,0.0001385,-0.0001385,19h49m21.47s,297.339446,+46d20m50.1s,46.347252,1343,235.66,-139.15,15.785,Kepler-band,5701,138.16,-175.79,0.97,0.06,-0.06,0.96,0.17,-0.09
1238,Kepler-1306 b,Transit,1,16.29595382,7.40E-05,-7.40E-05,19h37m54.80s,294.478341,+46d56m45.1s,46.945862,1130,260.75,-108.74,15.243,Kepler-band,5727,140.59,-132.91,0.98,0.07,-0.06,0.97,0.22,-0.09
1239,Kepler-1307 b,Transit,1,18.01621096,9.52E-05,-9.52E-05,19h31m28.76s,292.86984,+46d44m30.7s,46.741859,1396,366.01,-147.88,15.394,Kepler-band,5884,77.63,-103.16,1.06,0.07,-0.06,1.08,0.29,-0.11
1240,Kepler-1308 b,Transit,1,2.10433812,4.24E-06,-4.24E-06,19h03m42.94s,285.928896,+38d31m15.5s,38.520962,73,7.38,-7.51,14.488,Kepler-band,3468,33.65,-30.71,0.35,0.04,-0.04,0.34,0.03,-0.03
1241,Kepler-1309 b,Transit,1,28.8432647,0.0002652,-0.0002652,19h54m56.46s,298.735235,+40d45m51.0s,40.764155,845,62.94,-61.48,15.652,Kepler-band,5235,99.72,-154.88,0.85,0.05,-0.05,0.8,0.06,-0.05
1242,Kepler-131 b,Transit,2,16.092,0.00017704,-0.00017704,19h14m07.40s,288.530825,+40d56m32.3s,40.942304,757.6666667,62.75333333,-57.69333333,11.525,Kepler-band,5685,74,-74,1.02,0.06,-0.06,1.03,0.1,-0.1
1243,Kepler-131 c,Transit,2,25.5169,8.89E-05,-8.89E-05,19h14m07.40s,288.530825,+40d56m32.3s,40.942304,670.3333333,62.56666667,-53.90666667,11.525,Kepler-band,5685,74,-74,1.02,0.06,-0.06,1.03,0.1,-0.1
1244,Kepler-1310 b,Transit,1,0.67933627,7.20E-07,-7.20E-07,18h55m40.81s,283.920035,+40d44m24.4s,40.740123,583,62.38,-50.12,14.159,Kepler-band,5549,136.6,-124.53,0.91,0.05,-0.06,0.88,0.1,-0.07
1245,Kepler-1311 b,Transit,2,11.1726994,0.0001387,-0.0001387,19h18m36.30s,289.651263,+43d49m27.9s,43.824417,705,150.27,-148.6,13.349,Kepler-band,5748,87.26,-72.3,1.05,0.08,-0.06,1.4,0.3,-0.3
1246,Kepler-1311 c,Transit,2,2.53573424,1.02E-05,-1.02E-05,19h18m36.30s,289.651263,+43d49m27.9s,43.824417,705,150.27,-148.6,13.349,Kepler-band,5748,87.26,-72.3,1.05,0.08,-0.06,1.4,0.3,-0.3
1247,Kepler-1312 b,Transit,1,5.44832529,7.35E-06,-7.35E-06,19h31m53.10s,292.971241,+41d02m08.8s,41.035764,305,10.04,-10.16,12.43,Kepler-band,5719,71.88,-58.57,0.99,0.03,-0.03,0.92,0.03,-0.03
