row_id,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
2042,Kepler-29 b,Transit,2,10.3384,0.0003,-0.0003,19h53m23.60s,298.348324,+47d29m28.4s,47.491226,1400,14.73684211,-14.21052632,15.282,Kepler-band,5701,102,-102,0.98,0.05,-0.05,0.93,0.06,-0.06
2043,Kepler-29 c,Transit,2,13.2884,0.0005,-0.0005,19h53m23.60s,298.348324,+47d29m28.4s,47.491226,1400,15.47368421,-14.42105263,15.282,Kepler-band,5701,102,-102,0.98,0.05,-0.05,0.93,0.06,-0.06
2044,Kepler-290 b,Transit,2,14.589347,6.60E-05,-6.60E-05,19h05m38.40s,286.409984,+42d40m53.6s,42.681553,1330.941176,16.21052632,-14.63157895,15.596,Kepler-band,5147,200,-200,0.996666667,0.051176471,-0.052352941,0.74,0.38,-0.38
2045,Kepler-290 c,Transit,2,36.77031,0.000183,-0.000183,19h05m38.40s,286.409984,+42d40m53.6s,42.681553,1261.882353,16.94736842,-14.84210526,15.596,Kepler-band,5147,200,-200,1.013333333,0.052352941,-0.054705882,0.74,0.38,-0.38
2046,Kepler-291 b,Transit,2,3.546511,1.60E-05,-1.60E-05,19h11m39.93s,287.916357,+42d26m14.3s,42.437302,1192.823529,17.68421053,-15.05263158,15.934,Kepler-band,6002,200,-200,1.03,0.053529412,-0.057058824,1.02,0.44,-0.44
2047,Kepler-291 c,Transit,2,5.700786,5.50E-05,-5.50E-05,19h11m39.93s,287.916357,+42d26m14.3s,42.437302,1123.764706,18.42105263,-15.26315789,15.934,Kepler-band,6002,200,-200,1.03,0.054705882,-0.059411765,1.02,0.44,-0.44
2048,Kepler-292 b,Transit,5,2.580827,2.00E-05,-2.00E-05,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,1054.705882,19.15789474,-15.47368421,15.956,Kepler-band,5299,100,-100,0.88,0.055882353,-0.061764706,0.83,0.07,-0.07
2049,Kepler-292 c,Transit,5,3.715335,3.30E-05,-3.30E-05,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,985.6470588,19.89473684,-15.68421053,15.956,Kepler-band,5299,100,-100,0.88,0.057058824,-0.064117647,0.83,0.07,-0.07
2050,Kepler-292 d,Transit,5,7.055679,4.30E-05,-4.30E-05,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,916.5882353,20.63157895,-15.89473684,15.956,Kepler-band,5299,100,-100,0.88,0.058235294,-0.066470588,0.83,0.07,-0.07
2051,Kepler-292 e,Transit,5,11.97901,0.000101,-0.000101,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,847.5294118,21.36842105,-16.10526316,15.956,Kepler-band,5299,100,-100,0.88,0.059411765,-0.068823529,0.83,0.07,-0.07
2052,Kepler-292 f,Transit,5,20.834237,0.000184,-0.000184,19h43m03.87s,295.766145,+42d25m27.4s,42.424288,778.4705882,22.10526316,-16.31578947,15.956,Kepler-band,5299,100,-100,0.88,0.060588235,-0.071176471,0.83,0.07,-0.07
2053,Kepler-293 b,Transit,2,19.254196,7.90E-05,-7.90E-05,19h05m25.93s,286.358057,+42d24m23.4s,42.406509,709.4117647,22.84210526,-16.52631579,15.368,Kepler-band,5804,200,-200,1.01,0.061764706,-0.073529412,0.96,0.4,-0.4
2054,Kepler-293 c,Transit,2,54.155743,0.000466,-0.000466,19h05m25.93s,286.358057,+42d24m23.4s,42.406509,640.3529412,23.57894737,-16.73684211,15.368,Kepler-band,5804,200,-200,1.01,0.062941176,-0.075882353,0.96,0.4,-0.4
2055,Kepler-294 b,Transit,2,3.701212,2.50E-05,-2.50E-05,19h09m34.08s,287.392009,+46d03m33.5s,46.059312,571.2941176,24.31578947,-16.94736842,15.843,Kepler-band,5913,200,-200,0.925,0.064117647,-0.078235294,0.98,0.46,-0.46
2056,Kepler-294 c,Transit,2,6.6264,2.80E-05,-2.80E-05,19h09m34.08s,287.392009,+46d03m33.5s,46.059312,502.2352941,25.05263158,-17.15789474,15.843,Kepler-band,5913,200,-200,0.84,0.065294118,-0.080588235,0.98,0.46,-0.46
2057,Kepler-295 b,Transit,3,12.645164,0.000181,-0.000181,19h01m23.00s,285.345843,+45d22m04.0s,45.367786,433.1764706,25.78947368,-17.36842105,14.447,Kepler-band,5603,200,-200,0.755,0.066470588,-0.082941176,0.9,0.47,-0.47
2058,Kepler-295 c,Transit,3,21.526258,0.000336,-0.000336,19h01m23.00s,285.345843,+45d22m04.0s,45.367786,364.1176471,26.52631579,-17.57894737,14.447,Kepler-band,5603,200,-200,0.67,0.067647059,-0.085294118,0.9,0.47,-0.47
2059,Kepler-295 d,Transit,3,33.884054,0.000685,-0.000685,19h01m23.00s,285.345843,+45d22m04.0s,45.367786,295.0588235,27.26315789,-17.78947368,14.447,Kepler-band,5603,200,-200,0.585,0.068823529,-0.087647059,0.9,0.47,-0.47
2060,Kepler-296 b,Transit,5,10.864384,5.10E-05,-4.60E-05,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,28,-18,15.921,Kepler-band,3740,130,-130,0.5,0.07,-0.09,0.48,0.07,-0.09
2061,Kepler-296 c,Transit,5,5.8416366,1.00E-05,-1.00E-05,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,28,-18,15.921,Kepler-band,3740,130,-130,0.5,0.07,-0.09,0.48,0.07,-0.09
2062,Kepler-296 d,Transit,5,19.850291,6.10E-05,-5.70E-05,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,28,-18,15.921,Kepler-band,3740,130,-130,0.5,0.07,-0.09,0.48,0.07,-0.09
2063,Kepler-296 e,Transit,5,34.14211,0.00025,-0.00025,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,28,-18,15.921,Kepler-band,3740,130,-130,0.5,0.07,-0.09,0.48,0.07,-0.09
2064,Kepler-296 f,Transit,5,63.33627,0.0006,-0.00062,19h06m09.60s,286.540008,+49d26m14.4s,49.437326,226,28,-18,15.921,Kepler-band,3740,130,-130,0.5,0.07,-0.09,0.48,0.07,-0.09
2065,Kepler-297 b,Transit,2,38.871826,0.000153,-0.000153,18h52m50.20s,283.209159,+48d46m39.5s,48.777645,343.4,27.78125,-17.9375,14.232,Kepler-band,5619,100,-100,0.55,0.071,-0.089,0.92,0.17,-0.17
2066,Kepler-297 c,Transit,2,74.920137,0.00012,-0.00012,18h52m50.20s,283.209159,+48d46m39.5s,48.777645,460.8,27.5625,-17.875,14.232,Kepler-band,5619,100,-100,0.6,0.072,-0.088,0.92,0.17,-0.17
2067,Kepler-298 b,Transit,3,10.475464,2.70E-05,-2.70E-05,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,578.2,27.34375,-17.8125,15.415,Kepler-band,4465,100,-100,0.65,0.073,-0.087,0.58,0.03,-0.03
2068,Kepler-298 c,Transit,3,22.92881,0.00038,-0.00038,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,695.6,27.125,-17.75,15.415,Kepler-band,4465,100,-100,0.65,0.074,-0.086,0.58,0.03,-0.03
2069,Kepler-298 d,Transit,3,77.473633,0.000615,-0.000615,18h52m09.55s,283.039792,+48d49m31.3s,48.825359,813,26.90625,-17.6875,15.415,Kepler-band,4465,100,-100,0.65,0.075,-0.085,0.58,0.03,-0.03
2070,Kepler-299 b,Transit,4,2.927128,3.30E-05,-3.30E-05,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,930.4,26.6875,-17.625,15.017,Kepler-band,5617,112,-112,0.97,0.076,-0.084,1.03,0.21,-0.21
2071,Kepler-299 c,Transit,4,6.885875,4.00E-05,-4.00E-05,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,1047.8,26.46875,-17.5625,15.017,Kepler-band,5617,112,-112,0.97,0.077,-0.083,1.03,0.21,-0.21
2072,Kepler-299 d,Transit,4,15.054786,0.000189,-0.000189,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,1165.2,26.25,-17.5,15.017,Kepler-band,5617,112,-112,0.97,0.078,-0.082,1.03,0.21,-0.21
2073,Kepler-299 e,Transit,4,38.285489,0.001428,-0.001428,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,1282.6,26.03125,-17.4375,15.017,Kepler-band,5617,112,-112,0.97,0.079,-0.081,1.03,0.21,-0.21
2074,Kepler-30 b,Transit,3,29.33434,0.00815,-0.00815,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,1400,25.8125,-17.375,15.403,Kepler-band,5498,54,-54,0.99,0.08,-0.08,0.95,0.12,-0.12
2075,Kepler-30 c,Transit,3,60.323105,0.000244,-0.000244,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,1400,25.59375,-17.3125,15.403,Kepler-band,5498,54,-54,0.99,0.08,-0.08,0.95,0.12,-0.12
2076,Kepler-30 d,Transit,3,143.34394,0.00858,-0.00858,19h01m08.07s,285.283636,+38d56m50.2s,38.947281,1400,25.375,-17.25,15.403,Kepler-band,5498,54,-54,0.99,0.08,-0.08,0.95,0.12,-0.12
2077,Kepler-300 b,Transit,2,10.446347,4.30E-05,-4.30E-05,19h41m09.29s,295.288694,+48d35m59.0s,48.59972,1425.925926,25.15625,-17.1875,14.201,Kepler-band,5986,200,-200,0.94,0.083571429,-0.078571429,0.9,0.41,-0.41
2078,Kepler-300 c,Transit,2,40.714955,0.000245,-0.000245,19h41m09.29s,295.288694,+48d35m59.0s,48.59972,1451.851852,24.9375,-17.125,14.201,Kepler-band,5986,200,-200,0.94,0.087142857,-0.077142857,0.9,0.41,-0.41
2079,Kepler-301 b,Transit,3,2.508553,1.20E-05,-1.20E-05,18h55m55.91s,283.982968,+49d13m58.8s,49.23299,1477.777778,24.71875,-17.0625,14.271,Kepler-band,5815,200,-200,0.91,0.090714286,-0.075714286,0.9,0.48,-0.48
2080,Kepler-301 c,Transit,3,5.419026,3.20E-05,-3.20E-05,18h55m55.91s,283.982968,+49d13m58.8s,49.23299,1503.703704,24.5,-17,14.271,Kepler-band,5815,200,-200,0.91,0.094285714,-0.074285714,0.9,0.48,-0.48
2081,Kepler-301 d,Transit,3,13.751243,8.10E-05,-8.10E-05,18h55m55.91s,283.982968,+49d13m58.8s,49.23299,1529.62963,24.28125,-16.9375,14.271,Kepler-band,5815,200,-200,0.91,0.097857143,-0.072857143,0.9,0.48,-0.48
2082,Kepler-302 b,Transit,2,30.184104,0.000203,-0.000203,19h37m16.08s,294.316985,+43d37m45.6s,43.629345,1555.555556,24.0625,-16.875,15.505,Kepler-band,5740,107,-107,0.803333333,0.101428571,-0.071428571,1.22,0.25,-0.25
2083,Kepler-302 c,Transit,2,127.282184,0.000427,-0.000427,19h37m16.08s,294.316985,+43d37m45.6s,43.629345,1581.481481,23.84375,-16.8125,15.505,Kepler-band,5740,107,-107,0.696666667,0.105,-0.07,1.22,0.25,-0.25
2084,Kepler-303 b,Transit,2,1.937055,4.00E-06,-4.00E-06,18h52m32.51s,283.135465,+43d39m25.4s,43.657055,1607.407407,23.625,-16.75,14.39,Kepler-band,3944,150,-150,0.59,0.108571429,-0.068571429,0.48,0.03,-0.03
2085,Kepler-303 c,Transit,2,7.061149,1.90E-05,-1.90E-05,18h52m32.51s,283.135465,+43d39m25.4s,43.657055,1633.333333,23.40625,-16.6875,14.39,Kepler-band,3944,150,-150,0.59,0.112142857,-0.067142857,0.48,0.03,-0.03
2086,Kepler-304 b,Transit,4,3.295709,2.00E-06,-2.00E-06,19h37m46.02s,294.441763,+40d33m27.3s,40.557587,1659.259259,23.1875,-16.625,14.84,Kepler-band,4731,100,-100,0.8,0.115714286,-0.065714286,0.69,0.04,-0.04
2087,Kepler-304 c,Transit,4,5.315946,7.00E-06,-7.00E-06,19h37m46.02s,294.441763,+40d33m27.3s,40.557587,1685.185185,22.96875,-16.5625,14.84,Kepler-band,4731,100,-100,0.8,0.119285714,-0.064285714,0.69,0.04,-0.04
2088,Kepler-304 d,Transit,4,9.653471,1.50E-05,-1.50E-05,19h37m46.02s,294.441763,+40d33m27.3s,40.557587,1711.111111,22.75,-16.5,14.84,Kepler-band,4731,100,-100,0.8,0.122857143,-0.062857143,0.69,0.04,-0.04
2089,Kepler-304 e,Transit,4,1.49914695,2.80E-06,-2.80E-06,19h37m46.02s,294.441763,+40d33m27.3s,40.557587,1737.037037,22.53125,-16.4375,14.84,Kepler-band,4731,100,-100,0.8,0.126428571,-0.061428571,0.69,0.04,-0.04
2090,Kepler-305 b,Transit,3,5.487,5.02E-05,-5.02E-05,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,1762.962963,22.3125,-16.375,15.812,Kepler-band,5100,100,-100,0.76,0.13,-0.06,0.79,0.05,-0.05
2091,Kepler-305 c,Transit,3,8.291,9.76E-05,-9.76E-05,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,1788.888889,22.09375,-16.3125,15.812,Kepler-band,5100,100,-100,0.76,0.13,-0.06,0.79,0.05,-0.05
2092,Kepler-305 d,Transit,3,16.738661,0.000145,-0.000145,19h56m53.83s,299.224311,+40d20m35.5s,40.343182,1814.814815,21.875,-16.25,15.812,Kepler-band,5100,100,-100,0.76,0.13,-0.06,0.79,0.05,-0.05
2093,Kepler-306 b,Transit,4,4.646186,2.50E-05,-2.50E-05,19h14m09.28s,288.538671,+40d36m58.1s,40.61614,1840.740741,21.65625,-16.1875,15.565,Kepler-band,4954,100,-100,0.82,0.11,-0.054,0.72,0.04,-0.04
2094,Kepler-306 c,Transit,4,7.240193,3.20E-05,-3.20E-05,19h14m09.28s,288.538671,+40d36m58.1s,40.61614,1866.666667,21.4375,-16.125,15.565,Kepler-band,4954,100,-100,0.82,0.09,-0.048,0.72,0.04,-0.04
2095,Kepler-306 d,Transit,4,17.326644,0.000137,-0.000137,19h14m09.28s,288.538671,+40d36m58.1s,40.61614,1892.592593,21.21875,-16.0625,15.565,Kepler-band,4954,100,-100,0.82,0.07,-0.042,0.72,0.04,-0.04
2096,Kepler-306 e,Transit,4,44.840975,0.000439,-0.000439,19h14m09.28s,288.538671,+40d36m58.1s,40.61614,1918.518519,21,-16,15.565,Kepler-band,4954,100,-100,0.82,0.05,-0.036,0.72,0.04,-0.04
2097,Kepler-307 b,Transit,2,10.4208,0.0009,-0.0008,19h51m10.83s,297.795132,+40d25m03.7s,40.417703,1944.444444,20.78125,-15.9375,14.072,Kepler-band,5367,94,-94,0.91,0.03,-0.03,0.81,0.02,-0.02
2098,Kepler-307 c,Transit,2,13.0729,0.0012,-0.0012,19h51m10.83s,297.795132,+40d25m03.7s,40.417703,1970.37037,20.5625,-15.875,14.072,Kepler-band,5367,94,-94,0.91,0.03,-0.03,0.81,0.02,-0.02
2099,Kepler-308 b,Transit,2,9.694928,9.00E-05,-9.00E-05,19h43m08.44s,295.785154,+40d26m22.4s,40.43955,1996.296296,20.34375,-15.8125,15.809,Kepler-band,5895,200,-200,0.97,0.058,-0.058,0.94,0.45,-0.45
2100,Kepler-308 c,Transit,2,15.38231,0.000171,-0.000171,19h43m08.44s,295.785154,+40d26m22.4s,40.43955,2022.222222,20.125,-15.75,15.809,Kepler-band,5895,200,-200,1.03,0.086,-0.086,0.94,0.45,-0.45
2101,Kepler-309 b,Transit,2,5.923653,2.80E-05,-2.80E-05,19h50m02.36s,297.509851,+46d57m40.6s,46.961281,2048.148148,19.90625,-15.6875,15.157,Kepler-band,4713,100,-100,1.09,0.114,-0.114,0.72,0.04,-0.04
2102,Kepler-309 c,Transit,2,105.356383,0.000857,-0.000857,19h50m02.36s,297.509851,+46d57m40.6s,46.961281,2074.074074,19.6875,-15.625,15.157,Kepler-band,4713,100,-100,1.15,0.142,-0.142,0.72,0.04,-0.04
2103,Kepler-31 b,Transit,3,20.8613,0.0002,-0.0002,19h36m05.52s,294.023014,+45d51m11.1s,45.853081,2100,19.46875,-15.5625,15.237,Kepler-band,6340,200,-200,1.21,0.17,-0.17,1.22,0.24,-0.24
2104,Kepler-31 c,Transit,3,42.6318,0.0005,-0.0005,19h36m05.52s,294.023014,+45d51m11.1s,45.853081,2100,19.25,-15.5,15.237,Kepler-band,6340,200,-200,1.21,0.17,-0.17,1.22,0.24,-0.24
2105,Kepler-31 d,Transit,3,87.6451,0.0014,-0.0014,19h36m05.52s,294.023014,+45d51m11.1s,45.853081,2100,19.03125,-15.4375,15.237,Kepler-band,6340,200,-200,1.21,0.17,-0.17,1.22,0.24,-0.24
2106,Kepler-310 b,Transit,3,13.930698,0.000108,-0.000108,19h15m21.45s,288.839363,+46d59m12.3s,46.986744,2021.869565,18.8125,-15.375,14.279,Kepler-band,5797,200,-200,0.85,0.164782609,-0.164782609,0.88,0.41,-0.41
2107,Kepler-310 c,Transit,3,56.47542,0.000207,-0.000207,19h15m21.45s,288.839363,+46d59m12.3s,46.986744,1943.73913,18.59375,-15.3125,14.279,Kepler-band,5797,200,-200,0.85,0.159565217,-0.159565217,0.88,0.41,-0.41
2108,Kepler-310 d,Transit,3,92.876125,0.000785,-0.000785,19h15m21.45s,288.839363,+46d59m12.3s,46.986744,1865.608696,18.375,-15.25,14.279,Kepler-band,5797,200,-200,0.85,0.154347826,-0.154347826,0.88,0.41,-0.41
2109,Kepler-311 b,Transit,2,9.176092,5.70E-05,-5.70E-05,18h48m14.71s,282.06129,+47d05m07.8s,47.085491,1787.478261,18.15625,-15.1875,13.797,Kepler-band,5905,131,-131,1.06,0.149130435,-0.149130435,1.19,0.23,-0.23
2110,Kepler-311 c,Transit,2,19.738286,0.000205,-0.000205,18h48m14.71s,282.06129,+47d05m07.8s,47.085491,1709.347826,17.9375,-15.125,13.797,Kepler-band,5905,131,-131,1.06,0.143913043,-0.143913043,1.19,0.23,-0.23
2111,Kepler-312 b,Transit,2,1.772419,1.20E-05,-1.20E-05,19h53m34.99s,298.395772,+42d27m35.1s,42.459756,1631.217391,17.71875,-15.0625,12.949,Kepler-band,6115,100,-100,1.23,0.138695652,-0.138695652,1.47,0.28,-0.28
2112,Kepler-312 c,Transit,2,19.747412,6.80E-05,-6.80E-05,19h53m34.99s,298.395772,+42d27m35.1s,42.459756,1553.086957,17.5,-15,12.949,Kepler-band,6115,100,-100,1.23,0.133478261,-0.133478261,1.47,0.28,-0.28
2113,Kepler-313 b,Transit,2,14.970418,0.000114,-0.000114,19h53m10.78s,298.294935,+48d46m31.7s,48.775459,1474.956522,17.28125,-14.9375,14.167,Kepler-band,5727,100,-100,0.9,0.12826087,-0.12826087,1.54,0.16,-0.16
2114,Kepler-313 c,Transit,2,32.273273,0.000819,-0.000819,19h53m10.78s,298.294935,+48d46m31.7s,48.775459,1396.826087,17.0625,-14.875,14.167,Kepler-band,5727,100,-100,0.9,0.123043478,-0.123043478,1.54,0.16,-0.16
2115,Kepler-314 b,Transit,2,2.461069,1.30E-05,-1.30E-05,19h38m41.79s,294.674114,+42d04m32.1s,42.075588,1318.695652,16.84375,-14.8125,12.557,Kepler-band,5378,100,-100,1.02,0.117826087,-0.117826087,0.95,0.14,-0.14
2116,Kepler-314 c,Transit,2,5.960392,5.00E-06,-5.00E-06,19h38m41.79s,294.674114,+42d04m32.1s,42.075588,1240.565217,16.625,-14.75,12.557,Kepler-band,5378,100,-100,1.02,0.112608696,-0.112608696,0.95,0.14,-0.14
2117,Kepler-315 b,Transit,2,96.101141,0.000918,-0.000918,19h52m05.54s,298.023104,+43d21m48.7s,43.363522,1162.434783,16.40625,-14.6875,15.321,Kepler-band,5796,108,-108,0.78,0.107391304,-0.107391304,1.04,0.2,-0.2
2118,Kepler-315 c,Transit,2,265.469335,0.006223,-0.006223,19h52m05.54s,298.023104,+43d21m48.7s,43.363522,1084.304348,16.1875,-14.625,15.321,Kepler-band,5796,108,-108,0.78,0.102173913,-0.102173913,1.04,0.2,-0.2
2119,Kepler-316 b,Transit,2,2.240508,6.00E-06,-6.00E-06,19h23m18.25s,290.826023,+44d11m02.8s,44.184109,1006.173913,15.96875,-14.5625,15.224,Kepler-band,4204,200,-200,0.53,0.096956522,-0.096956522,0.52,0.05,-0.05
2120,Kepler-316 c,Transit,2,6.827766,3.40E-05,-3.40E-05,19h23m18.25s,290.826023,+44d11m02.8s,44.184109,928.0434783,15.75,-14.5,15.224,Kepler-band,4204,200,-200,0.53,0.09173913,-0.09173913,0.52,0.05,-0.05
2121,Kepler-317 b,Transit,2,5.524242,2.70E-05,-2.70E-05,19h39m46.53s,294.943885,+39d01m55.4s,39.032062,849.9130435,15.53125,-14.4375,15.377,Kepler-band,5497,200,-200,0.95,0.086521739,-0.086521739,0.94,0.43,-0.43
2122,Kepler-317 c,Transit,2,8.77501,0.000113,-0.000113,19h39m46.53s,294.943885,+39d01m55.4s,39.032062,771.7826087,15.3125,-14.375,15.377,Kepler-band,5497,200,-200,0.95,0.081304348,-0.081304348,0.94,0.43,-0.43
2123,Kepler-318 b,Transit,2,4.662715,3.00E-06,-3.00E-06,19h53m55.88s,298.482828,+46d47m37.0s,46.793617,693.6521739,15.09375,-14.3125,13.297,Kepler-band,5746,100,-100,1.05,0.076086957,-0.076086957,1.19,0.21,-0.21
2124,Kepler-318 c,Transit,2,11.815007,2.00E-05,-2.00E-05,19h53m55.88s,298.482828,+46d47m37.0s,46.793617,615.5217391,14.875,-14.25,13.297,Kepler-band,5746,100,-100,1.05,0.070869565,-0.070869565,1.19,0.21,-0.21
2125,Kepler-319 b,Transit,3,4.362705,9.00E-06,-9.00E-06,19h15m14.87s,288.811943,+39d46m14.4s,39.770658,537.3913043,14.65625,-14.1875,13.828,Kepler-band,5526,100,-100,1.29,0.065652174,-0.065652174,0.9,0.12,-0.12
2126,Kepler-319 c,Transit,3,6.941357,7.00E-06,-7.00E-06,19h15m14.87s,288.811943,+39d46m14.4s,39.770658,459.2608696,14.4375,-14.125,13.828,Kepler-band,5526,100,-100,1.29,0.060434783,-0.060434783,0.9,0.12,-0.12
2127,Kepler-319 d,Transit,3,31.781925,0.000105,-0.000105,19h15m14.87s,288.811943,+39d46m14.4s,39.770658,381.1304348,14.21875,-14.0625,13.828,Kepler-band,5526,100,-100,1.29,0.055217391,-0.055217391,0.9,0.12,-0.12
2128,Kepler-32 b,Transit,5,5.90124,0.0001,-0.0001,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,303,14,-14,16.452,V (Johnson),3900,200,-200,0.58,0.05,-0.05,0.53,0.04,-0.04
2129,Kepler-32 c,Transit,5,8.7522,0.0003,-0.0003,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,303,14,-14,16.452,V (Johnson),3900,200,-200,0.58,0.05,-0.05,0.53,0.04,-0.04
2130,Kepler-32 d,Transit,5,22.7802,0.0005,-0.0005,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,303,14,-14,16.452,V (Johnson),3900,200,-200,0.58,0.05,-0.05,0.53,0.04,-0.04
2131,Kepler-32 e,Transit,5,2.896,0.0003,-0.0003,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,303,14,-14,16.452,V (Johnson),3900,200,-200,0.58,0.05,-0.05,0.53,0.04,-0.04
2132,Kepler-32 f,Transit,5,0.74296,7.00E-05,-7.00E-05,19h51m22.18s,297.842398,+46d34m27.4s,46.574281,303,14,-14,16.452,V (Johnson),3900,200,-200,0.58,0.05,-0.05,0.53,0.04,-0.04
2133,Kepler-320 b,Transit,2,8.371554,0.000162,-0.000162,19h32m51.25s,293.213548,+46d10m30.5s,46.175125,324.3571429,14.33928571,-14.33928571,13.474,Kepler-band,6435,200,-200,0.723333333,0.0585,-0.0555,1.11,0.52,-0.52
2134,Kepler-320 c,Transit,2,17.934937,0.000281,-0.000281,19h32m51.25s,293.213548,+46d10m30.5s,46.175125,345.7142857,14.67857143,-14.67857143,13.474,Kepler-band,6435,200,-200,0.866666667,0.067,-0.061,1.11,0.52,-0.52
2135,Kepler-321 b,Transit,2,4.915379,1.00E-05,-1.00E-05,19h37m48.88s,294.453674,+44d08m44.7s,44.145756,367.0714286,15.01785714,-15.01785714,12.706,Kepler-band,5740,100,-100,1.01,0.0755,-0.0665,1.19,0.23,-0.23
2136,Kepler-321 c,Transit,2,13.093921,2.40E-05,-2.40E-05,19h37m48.88s,294.453674,+44d08m44.7s,44.145756,388.4285714,15.35714286,-15.35714286,12.706,Kepler-band,5740,100,-100,1.01,0.084,-0.072,1.19,0.23,-0.23
2137,Kepler-322 b,Transit,2,1.653888,6.00E-06,-6.00E-06,18h45m23.72s,281.348824,+44d17m42.9s,44.295242,409.7857143,15.69642857,-15.69642857,13.53,Kepler-band,5388,100,-100,0.91,0.0925,-0.0775,0.89,0.1,-0.1
2138,Kepler-322 c,Transit,2,4.337234,9.00E-06,-9.00E-06,18h45m23.72s,281.348824,+44d17m42.9s,44.295242,431.1428571,16.03571429,-16.03571429,13.53,Kepler-band,5388,100,-100,0.91,0.101,-0.083,0.89,0.1,-0.1
2139,Kepler-323 b,Transit,2,1.678327,3.00E-06,-3.00E-06,19h25m31.74s,291.38224,+38d07m38.9s,38.127473,452.5,16.375,-16.375,12.722,Kepler-band,5987,150,-150,1.09,0.1095,-0.0885,1.18,0.23,-0.23
2140,Kepler-323 c,Transit,2,3.553822,8.00E-06,-8.00E-06,19h25m31.74s,291.38224,+38d07m38.9s,38.127473,473.8571429,16.71428571,-16.71428571,12.722,Kepler-band,5987,150,-150,1.09,0.118,-0.094,1.18,0.23,-0.23
2141,Kepler-324 b,Transit,2,4.385315,2.50E-05,-2.50E-05,19h05m53.15s,286.471473,+49d38m56.5s,49.649021,495.2142857,17.05357143,-17.05357143,14.122,Kepler-band,5194,100,-100,0.86,0.1265,-0.0995,0.84,0.07,-0.07
2142,Kepler-324 c,Transit,2,51.805612,0.000314,-0.000314,19h05m53.15s,286.471473,+49d38m56.5s,49.649021,516.5714286,17.39285714,-17.39285714,14.122,Kepler-band,5194,100,-100,0.86,0.135,-0.105,0.84,0.07,-0.07
2143,Kepler-325 b,Transit,3,4.544439,8.00E-06,-8.00E-06,19h19m20.50s,289.835434,+49d49m32.3s,49.825626,537.9285714,17.73214286,-17.73214286,15.009,Kepler-band,5752,200,-200,0.87,0.1435,-0.1105,1,0.5,-0.5
2144,Kepler-325 c,Transit,3,12.762172,6.40E-05,-6.40E-05,19h19m20.50s,289.835434,+49d49m32.3s,49.825626,559.2857143,18.07142857,-18.07142857,15.009,Kepler-band,5752,200,-200,0.87,0.152,-0.116,1,0.5,-0.5
2145,Kepler-325 d,Transit,3,38.715185,0.00022,-0.00022,19h19m20.50s,289.835434,+49d49m32.3s,49.825626,580.6428571,18.41071429,-18.41071429,15.009,Kepler-band,5752,200,-200,0.87,0.1605,-0.1215,1,0.5,-0.5
2146,Kepler-326 b,Transit,3,2.248329,4.00E-06,-4.00E-06,19h37m18.13s,294.325546,+46d00m08.1s,46.002254,602,18.75,-18.75,13.693,Kepler-band,5105,100,-100,0.98,0.169,-0.127,0.8,0.05,-0.05
2147,Kepler-326 c,Transit,3,4.580358,1.00E-05,-1.00E-05,19h37m18.13s,294.325546,+46d00m08.1s,46.002254,623.3571429,19.08928571,-19.08928571,13.693,Kepler-band,5105,100,-100,0.98,0.1775,-0.1325,0.8,0.05,-0.05
2148,Kepler-326 d,Transit,3,6.766888,2.30E-05,-2.30E-05,19h37m18.13s,294.325546,+46d00m08.1s,46.002254,644.7142857,19.42857143,-19.42857143,13.693,Kepler-band,5105,100,-100,0.98,0.186,-0.138,0.8,0.05,-0.05
2149,Kepler-327 b,Transit,3,2.549575,6.00E-06,-6.00E-06,19h30m34.17s,292.642372,+44d05m15.6s,44.087673,666.0714286,19.76785714,-19.76785714,15.018,Kepler-band,3799,100,-100,0.55,0.1945,-0.1435,0.49,0.02,-0.02
