row_id,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
1407,Kepler-1433,b,Transit,1,5.54E-07,2.89E-05,-2.89E-05,19h09m27.19s,287.363299,+49d27m24.8s,49.45689,0.155916528,370.22,-149.1,0.724145078,Kepler-band,6097,97.58,-116.39,0.288659794,0.11,-0.07,1.19,0.33,-0.13
1408,Kepler-1434,b,Transit,1,1.09E-06,8.91E-05,-8.91E-05,19h42m09.21s,295.53838,+51d12m10.6s,51.202957,0.079652433,121.44,-113.48,0.582176166,Kepler-band,6291,88.58,-88.27,0.37371134,0.13,-0.12,2.04,0.37,-0.34
1409,Kepler-1435,b,Transit,1,5.98E-07,3.59E-05,-3.59E-05,19h24m41.59s,291.173299,+44d55m16.1s,44.921131,0.079770125,90.33,-60.18,0.626321244,Kepler-band,6356,74.81,-65.48,0.306701031,0.06,-0.06,1.32,0.18,-0.11
1410,Kepler-1436,b,Transit,1,1.32E-06,0.0001638,-0.0001638,19h50m50.78s,297.711565,+46d46m04.9s,46.768021,0.134025909,300.54,-154.02,0.729533679,Kepler-band,5972,141.9,-172.48,0.268041237,0.08,-0.08,1.09,0.29,-0.14
1411,Kepler-1437,b,Transit,1,1.48E-06,0.0001172,-0.0001172,19h27m27.58s,291.86493,+49d19m33.3s,49.32592,0.138733569,146.29,-83.05,0.763782383,Kepler-band,5557,78.69,-80.38,0.234536082,0.04,-0.05,0.9,0.11,-0.06
1412,Kepler-1438,b,Transit,1,3.05E-07,1.70E-05,-1.70E-05,19h17m09.55s,289.289809,+40d40m54.0s,40.681665,0.101543053,171.03,-70.22,0.726373057,Kepler-band,5530,56.64,-67.02,0.244845361,0.05,-0.05,0.96,0.19,-0.07
1413,Kepler-1439,b,Transit,1,1.09E-06,4.78E-05,-4.78E-05,19h02m57.55s,285.739806,+40d58m48.1s,40.980036,0.024925884,25.76,-30.65,0.790621762,Kepler-band,3578,54.92,-51.71,0.113402062,0.04,-0.06,0.43,0.04,-0.05
1414,Kepler-144,b,Transit,2,7.94E-07,2.00E-05,-2.00E-05,18h47m39.76s,281.915678,+42d46m31.8s,42.775513,0.04336422,58.48333333,-37.77,0.577305699,Kepler-band,6075,131,-131,0.260309278,0.04,-0.056666667,1.24,0.24,-0.24
1415,Kepler-144,c,Transit,2,1.37E-06,4.30E-05,-4.30E-05,18h47m39.76s,281.915678,+42d46m31.8s,42.775513,0.061802555,91.20666667,-44.89,0.577305699,Kepler-band,6075,131,-131,0.260309278,0.04,-0.053333333,1.24,0.24,-0.24
1416,Kepler-1440,b,Transit,1,5.45E-06,0.001034,-0.001034,19h01m23.27s,285.346938,+48d18m44.1s,48.312252,0.080240891,123.93,-52.01,0.688134715,Kepler-band,5698,66.72,-68.65,0.24742268,0.04,-0.05,0.96,0.17,-0.07
1417,Kepler-1441,b,Transit,1,5.39E-06,0.0005327,-0.0005327,19h34m52.59s,293.719126,+43d07m28.5s,43.12459,0.08800853,121.64,-75.61,0.695233161,Kepler-band,5802,122.74,-150.6,0.25257732,0.06,-0.06,1,0.16,-0.09
1418,Kepler-1442,b,Transit,1,1.11E-05,0.0002026,-0.0002026,19h25m01.34s,291.255595,+48d50m49.1s,48.84697,0.06141025,45.34,-35.57,0.585284974,Kepler-band,6394,77,-77.61,0.340206186,0.05,-0.05,1.44,0.13,-0.1
1419,Kepler-1443,b,Transit,1,3.19E-07,1.44E-05,-1.44E-05,18h53m44.58s,283.435761,+47d04m00.7s,47.066855,0.055525675,44.73,-34.36,0.592124352,Kepler-band,6289,83.36,-68.31,0.301546392,0.05,-0.05,1.27,0.12,-0.09
1420,Kepler-1444,b,Transit,1,4.57E-06,9.31E-05,-9.31E-05,19h01m19.35s,285.330615,+42d02m25.6s,42.040436,0.039637322,39.28,-27.14,0.594559585,Kepler-band,5810,85.52,-70.49,0.260309278,0.04,-0.04,1.05,0.12,-0.08
1421,Kepler-1445,b,Transit,1,1.44E-06,9.27E-05,-9.27E-05,18h40m59.87s,280.249457,+43d54m54.2s,43.915066,0.056349516,98.61,-59.4,0.598704663,Kepler-band,6150,71.3,-60.88,0.286082474,0.07,-0.06,1.26,0.26,-0.15
1422,Kepler-1446,b,Transit,1,8.21E-08,5.00E-07,-5.00E-07,19h17m41.75s,289.42396,+46d43m34.2s,46.72617,0.018688234,3.62,-3.4,0.599015544,Kepler-band,4865,43.69,-52.46,0.203608247,0.02,-0.02,0.75,0.01,-0.01
1423,Kepler-1447,b,Transit,1,7.75E-06,0.0003978,-0.0003978,19h18m34.43s,289.643439,+50d43m37.5s,50.727089,0.102131511,144.68,-70.99,0.716683938,Kepler-band,5722,108.69,-88.46,0.244845361,0.05,-0.06,0.95,0.16,-0.07
1424,Kepler-1448,b,Transit,1,1.67E-06,5.89E-05,-5.89E-05,19h11m28.17s,287.867389,+50d35m44.1s,50.595585,0.092127733,100.86,-74.56,0.702642487,Kepler-band,5774,89.88,-66.69,0.239690722,0.06,-0.07,0.93,0.12,-0.08
1425,Kepler-1449,b,Transit,1,1.80E-06,0.0001447,-0.0001447,19h12m55.62s,288.231731,+50d34m04.4s,50.567886,0.155092688,278.12,-136.23,0.735751295,Kepler-band,5979,98.77,-97.37,0.273195876,0.07,-0.06,1.1,0.23,-0.11
1426,Kepler-145,b,Transit,2,3.13E-06,0.000272133,-0.000272133,19h25m33.06s,291.387762,+44d31m44.8s,44.529106,0.122492141,193.61,-100.4566667,0.574145078,Kepler-band,6022,100.7633333,-96.26,0.335051546,0.1,-0.1,1.85,0.05,-0.05
1427,Kepler-145,c,Transit,2,5.86E-06,0.000399567,-0.000399567,19h25m33.06s,291.387762,+44d31m44.8s,44.529106,0.089891594,109.1,-64.68333333,0.574145078,Kepler-band,6022,102.7566667,-95.15,0.335051546,0.1,-0.1,1.85,0.05,-0.05
1428,Kepler-1450,b,Transit,1,7.45E-06,0.000527,-0.000527,19h38m12.92s,294.553828,+45d04m53.0s,45.08139,0.057291048,24.59,-28.91,0.758963731,Kepler-band,4524,104.75,-94.04,0.177835052,0.03,-0.04,0.68,0.03,-0.04
1429,Kepler-1451,b,Transit,1,4.87E-06,0.0002098,-0.0002098,19h33m47.14s,293.446425,+40d24m35.6s,40.409892,0.136026664,205.94,-120.25,0.750362694,Kepler-band,5782,133.65,-186.17,0.25257732,0.07,-0.07,0.99,0.18,-0.1
1430,Kepler-1452,b,Transit,1,5.87E-06,0.0003689,-0.0003689,19h29m41.48s,292.42283,+38d15m58.8s,38.266328,0.114253736,136.99,-120.39,0.632746114,Kepler-band,6101,90.21,-112.92,0.358247423,0.11,-0.14,2.06,0.28,-0.26
1431,Kepler-1453,b,Transit,1,6.45E-06,0.0004176,-0.0004176,19h04m30.13s,286.125545,+47d56m51.4s,47.947613,0.150738102,207.74,-95.22,0.762694301,Kepler-band,5665,68.09,-70.11,0.244845361,0.04,-0.05,0.94,0.15,-0.07
1432,Kepler-1454,b,Transit,1,6.43E-06,0.0006695,-0.0006695,18h56m53.60s,284.223331,+48d49m54.4s,48.831772,0.093186956,75.72,-49.36,0.728186528,Kepler-band,5448,59.86,-64.34,0.226804124,0.04,-0.05,0.86,0.08,-0.05
1433,Kepler-1455,b,Transit,1,6.74E-06,0.0003737,-0.0003737,19h36m19.93s,294.083055,+50d30m10.0s,50.502777,0.04575728,25.23,-33.31,0.77746114,Kepler-band,4075,61.23,-57.4,0.154639175,0.03,-0.04,0.6,0.03,-0.04
1434,Kepler-1456,b,Transit,1,2.47E-06,0.0001854,-0.0001854,19h07m46.88s,286.945321,+43d49m22.0s,43.822773,0.044227291,28.47,-58.55,0.757202073,Kepler-band,4231,68.4,-85.61,0.159793814,0.05,-0.08,0.62,0.04,-0.07
1435,Kepler-1457,b,Transit,1,6.99E-06,0.0003738,-0.0003738,18h55m04.94s,283.770601,+42d01m38.1s,42.027245,0.085301626,109.71,-76.76,0.684455959,Kepler-band,5866,137.28,-119.79,0.255154639,0.07,-0.07,1.01,0.15,-0.1
1436,Kepler-1458,b,Transit,1,6.56E-06,0.0001776,-0.0001776,18h52m50.79s,283.211614,+41d02m17.0s,41.038063,0.075180156,94.88,-53.51,0.69119171,Kepler-band,5653,119.66,-136.13,0.242268041,0.05,-0.05,0.94,0.14,-0.07
1437,Kepler-1459,b,Transit,1,8.60E-06,0.0009586,-0.0009586,18h49m41.53s,282.423025,+46d00m50.5s,46.014019,0.050818015,16.49,-20.55,0.711968912,Kepler-band,4828,42.43,-40.76,0.195876289,0.03,-0.04,0.74,0.02,-0.03
1438,Kepler-146,b,Transit,2,4.26E-06,7.90E-05,-7.90E-05,19h36m26.58s,294.110756,+38d42m36.8s,38.71023,0.056271055,19.36333333,-27.21666667,0.672953368,Kepler-band,5948,100,-100,0.189003436,0.03,-0.043333333,1.21,0.23,-0.23
1439,Kepler-146,c,Transit,2,1.05E-05,0.000609,-0.000609,19h36m26.58s,294.110756,+38d42m36.8s,38.71023,0.061724094,22.23666667,-33.88333333,0.672953368,Kepler-band,5948,100,-100,0.182130584,0.03,-0.046666667,1.21,0.23,-0.23
1440,Kepler-1460,b,Transit,1,4.09E-06,0.0002186,-0.0002186,19h02m13.87s,285.557796,+44d00m38.8s,44.010788,0.067177134,25.11,-40.55,0.782227979,Kepler-band,4422,43.62,-45.02,0.175257732,0.03,-0.05,0.67,0.02,-0.04
1441,Kepler-1461,b,Transit,1,4.01E-06,0.0001832,-0.0001832,19h03m19.31s,285.830458,+43d11m54.2s,43.198395,0.088126222,36.39,-44.47,0.768860104,Kepler-band,4919,49.81,-58.16,0.198453608,0.04,-0.05,0.74,0.03,-0.04
1442,Kepler-1462,b,Transit,1,8.98E-06,0.0006621,-0.0006621,19h45m35.41s,296.397527,+42d23m48.9s,42.396918,0.160624189,281.39,-154.53,0.77761658,Kepler-band,5756,144.59,-206.5,0.25257732,0.07,-0.07,1,0.21,-0.1
