row_id,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
22,51 Eri,b,Imaging,1,0.000959318,2009.000018,-2547.500018,04h37m36.13s,69.400551,-02d28m24.8s,-2.473548,0.003082341,0.3,-0.3,0.226943005,V (Johnson),5842.5,70,-70,0.445876289,0.05,-0.05,1.215,0.34,-0.34
23,51 Peg,b,Radial Velocity,1,5.67E-07,3.60E-05,-3.60E-05,22h57m27.98s,344.366577,+20d46m07.8s,20.768833,0.001429952,0.18,-0.18,0.240932642,V (Johnson),5793,70,-70,0.283505155,0.06,-0.06,1.2,0.175,-0.175
24,55 Cnc,b,Radial Velocity,5,1.99E-06,0.00015,-0.00015,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,0.001096885,0.13,-0.13,0.264766839,V (Johnson),5196,24,-24,0.229381443,0.01,-0.01,0.94,0.01,-0.01
25,55 Cnc,c,Radial Velocity,5,6.07E-06,0.0073,-0.0073,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,0.001096885,0.13,-0.13,0.264766839,V (Johnson),5196,24,-24,0.229381443,0.01,-0.01,0.94,0.01,-0.01
26,55 Cnc,d,Radial Velocity,5,0.000660946,39,-39,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,0.001096885,0.13,-0.13,0.264766839,V (Johnson),5196,24,-24,0.229381443,0.01,-0.01,0.94,0.01,-0.01
27,55 Cnc,e,Radial Velocity,5,8.85E-08,7.00E-06,-7.00E-06,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,0.001096885,0.13,-0.13,0.264766839,V (Johnson),5196,24,-24,0.229381443,0.01,-0.01,0.94,0.01,-0.01
28,55 Cnc,f,Radial Velocity,5,3.59E-05,0.51,-0.51,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,0.001096885,0.13,-0.13,0.264766839,V (Johnson),5196,24,-24,0.229381443,0.01,-0.01,0.94,0.01,-0.01
29,6 Lyn,b,Radial Velocity,1,0.00011982,16.27,-8.47,06h30m47.11s,97.696281,+58d09m45.5s,58.162632,0.006324741,2.36,-2.58,0.233160622,V (Johnson),4978,18,-18,0.432989691,0.1,-0.2,5.2,0.4,-0.3
30,61 Vir,b,Radial Velocity,3,5.65E-07,0.0006,-0.0006,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,0.000624942,0.05,-0.05,0.201554404,V (Johnson),5577,33,-33,0.237113402,0.03,-0.03,0.96,0.01,-0.01
31,61 Vir,c,Radial Velocity,3,5.20E-06,0.034,-0.034,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,0.000624942,0.05,-0.05,0.201554404,V (Johnson),5577,33,-33,0.237113402,0.03,-0.03,0.96,0.01,-0.01
32,61 Vir,d,Radial Velocity,3,1.68E-05,0.55,-0.55,13h18m24.32s,199.601318,-18d18m40.3s,-18.311195,0.000624942,0.05,-0.05,0.201554404,V (Johnson),5577,33,-33,0.237113402,0.03,-0.03,0.96,0.01,-0.01
33,7 CMa,b,Radial Velocity,1,0.000109029,7.4,-7.4,06h36m41.04s,99.17099,-19d15m21.2s,-19.255878,0.00195721,0.27,-0.28,0.159067358,V (Johnson),4792,100,-100,0.386597938,0.3,-0.3,2.3,0.1,-0.1
34,70 Vir,b,Radial Velocity,1,1.60E-05,0.0014,-0.0014,13h28m25.81s,202.107544,+13d46m43.6s,13.778788,0.001753603,0.24,-0.24,0.213989637,V (Johnson),5439,44,-44,0.275773196,0.02,-0.02,1.94,0.05,-0.05
35,75 Cet,b,Radial Velocity,1,9.48E-05,3.6,-3.6,02h32m09.42s,38.039253,-01d02m05.6s,-1.034896,0.009214068,6.87,-8.27,0.233160622,V (Johnson),4846,18,-18,0.636597938,0.02,-0.27,10.5,1,-1
36,8 UMi,b,Radial Velocity,1,1.28E-05,4.5,-4.5,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,0.018346929,11,-11,0.30984456,V (Johnson),4847.4,7.5,-7.5,0.458762887,0.1,-0.1,9.9,0.4,-0.4
37,81 Cet,b,Radial Velocity,1,0.000130494,8.8,-8.8,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,0.011059471,8.37,-10.11,0.248704663,V (Johnson),4785,25,-25,0.613402062,0.1,-0.4,11,2,-1
38,91 Aqr,b,Radial Velocity,1,2.48E-05,0.1,-0.1,23h15m53.50s,348.9729,-09d05m15.9s,-9.087737,0.004979528,1.77,-1.92,0.176165803,V (Johnson),4665,18,-18,0.355670103,0.1,-0.1,11,0.1,-0.1
39,AB Pic,b,Imaging,1,3.08E-05,0.545,-0.545,06h19m12.91s,94.803802,-58d03m15.5s,-58.05431,0.004979528,1.64,-1.76,0.428911917,V (Johnson),4836.5,19,-19,0.286082474,0.125,-0.125,5.975,0.15,-0.15
40,BD+14 4559,b,Radial Velocity,1,3.68E-05,0.99,-0.99,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,0.005510316,3.73,-4.38,0.45492228,V (Johnson),5008,20,-20,0.216494845,0.15,-0.15,0.95,0.2,-0.2
41,BD+15 2375,b,Radial Velocity,1,2.10E-05,0.44,-0.44,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,0.090715435,165,-165,0.49015544,V (Johnson),4649,30,-30,0.273195876,0.14,-0.14,8.95,1.45,-1.45
42,BD+15 2940,b,Radial Velocity,1,1.88E-05,0.34,-0.34,16h00m22.94s,240.095566,+15d32m48.9s,15.54693,0.020270008,84.5,-84.5,0.424663212,V (Johnson),4796,117,-117,0.278350515,0.2,-0.2,14.7,2.8,-2.8
43,BD+20 1790,b,Radial Velocity,1,1.05E-06,0.00077,-0.00076,07h23m43.59s,110.931612,+20d24m58.8s,20.416334,0.002611574,4,-4,0.442901554,V (Johnson),4410,63.5,-63.5,0.157216495,0.09,-0.09,0.71,0.03,-0.03
44,BD+20 2457,b,Radial Velocity,2,5.20E-05,2.01,-2.01,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,0.006339453,5.425,-4.85,0.461139896,V (Johnson),4137,10,-10,0.716494845,1.5,-1.5,49,26,-26
45,BD+20 2457,c,Radial Velocity,2,8.52E-05,10.2,-10.2,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,0.010067331,6.85,-5.7,0.461139896,V (Johnson),4137,10,-10,0.716494845,1.5,-1.5,49,26,-26
46,BD+20 274,b,Radial Velocity,1,7.92E-05,5.4,-5.4,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,0.01379521,8.275,-6.55,0.440932642,V (Johnson),4296,10,-10,0.201030928,0.2,-0.2,17.3,0.9,-0.9
47,BD+20 594,b,Transit,1,5.70E-06,0.003,-0.0031,03h34m36.23s,53.650966,+20d35m57.2s,20.599232,0.017523088,9.7,-7.4,0.527875648,V (Johnson),5766,99,-99,0.242268041,0.03,-0.03,0.93,0.06,-0.04
48,BD+48 738,b,Radial Velocity,1,5.38E-05,5.5,-5.5,02h42m50.45s,40.710224,+49d35m13.1s,49.58696,0.012344662,6.683333333,-5.163333333,0.429533679,V (Johnson),4414,15,-15,0.18556701,0.39,-0.39,11,1,-1
49,BD+49 828,b,Radial Velocity,1,0.000354782,300,-180,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,0.007166236,3.666666667,-2.926666667,0.441968912,V (Johnson),4943,30,-30,0.386597938,0.22,-0.22,7.6,1.3,-1.3
50,BD-06 1339,b,Radial Velocity,2,5.18E-07,0.0004,-0.0004,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,0.00198781,0.65,-0.69,0.458549223,V (Johnson),4324,100,-100,0.175257732,0.17,-0.17,6.42,1.086666667,-1.086666667
51,BD-06 1339,c,Radial Velocity,2,1.72E-05,0.44,-0.44,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,0.00198781,0.65,-0.69,0.458549223,V (Johnson),4324,100,-100,0.175257732,0.12,-0.12,5.24,0.873333333,-0.873333333
52,BD-08 2823,b,Radial Velocity,2,7.55E-07,0.02,-0.02,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,0.004575846,2.67,-3.06,0.467875648,V (Johnson),4746,63,-63,0.18556701,0.07,-0.07,4.06,0.66,-0.66
53,BD-08 2823,c,Radial Velocity,2,3.25E-05,1.5,-1.5,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,0.004575846,2.67,-3.06,0.467875648,V (Johnson),4746,63,-63,0.18556701,0.07,-0.07,2.88,0.446666667,-0.446666667
54,BD-10 3166,b,Radial Velocity,1,4.65E-07,0.00011,-0.00011,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,0.009037531,10,-10,0.478238342,V (Johnson),5393,81.5,-81.5,0.255154639,0.04,-0.04,1.7,0.233333333,-0.233333333
55,BD-11 4672,b,Radial Velocity,1,0.000228344,33,-31,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,0.002835188,7.29,-7.36,0.47357513,V (Johnson),4475,100,-100,0.141752577,0.01,-0.01,0.52,0.02,-0.02
56,BD-13 2130,b,Radial Velocity,1,9.78E-05,5.3,-5.3,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,0.089773903,4.58,-4.72,0.445595855,V (Johnson),4594.5,96.5,-96.5,0.613402062,0.2,-0.2,0.605,0.025,-0.025
57,BD-17 63,b,Radial Velocity,1,8.98E-05,0.6,-0.6,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,0.004040349,1.87,-2.08,0.451606218,V (Johnson),4714,93,-93,0.18556701,0.03,-0.03,0.69,0.03,-0.03
58,CFBDSIR J145829+101343,b,Imaging,1,0.001374988,2737.5,-2737.5,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,0.002340884,2.4,-2.4,0.503860104,V (Johnson),580.5,24.5,-24.5,0,0.01,-0.01,0.795,0.035,-0.035
59,CHXR 73,b,Imaging,1,0.000916723,1825.000002,-1825.000002,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,0.010691096,16.2,-16.2,0.55611399,V (Johnson),2370.333333,66.33333333,-66.33333333,0.085051546,0.056666667,-0.056666667,0.9,0.04,-0.04
60,CT Cha,b,Imaging,1,0.000458459,912.5000043,-912.5000043,11h04m09.09s,166.037877,-76d27m19.4s,-76.455383,0.019041309,30,-30,0.608367876,V (Johnson),4160.166667,108.1666667,-108.1666667,0.162371134,0.103333333,-0.103333333,1.005,0.045,-0.045
61,CoRoT-1,b,Transit,1,1.94E-07,6.40E-06,-6.40E-06,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,0.029633544,50,-50,0.660621762,V (Johnson),5950,150,-150,0.239690722,0.15,-0.15,1.11,0.05,-0.05
62,CoRoT-10,b,Transit,1,1.80E-06,0.0002,-0.0002,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,0.040225779,70,-70,0.744559585,V (Johnson),5075,75,-75,0.224226804,0.05,-0.05,0.79,0.05,-0.05
63,CoRoT-11,b,Transit,1,3.98E-07,1.10E-05,-1.10E-05,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,0.065529453,30,-30,0.752202073,V (Johnson),6440,120,-120,0.322164948,0.05,-0.05,1.37,0.03,-0.03
64,CoRoT-12,b,Transit,1,3.75E-07,1.30E-05,-1.30E-05,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,0.134967441,85,-85,0.75984456,V (Johnson),5675,80,-80,0.273195876,0.08,-0.07,1.12,0.1,-0.09
65,CoRoT-13,b,Transit,1,5.40E-07,3.00E-05,-3.00E-05,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,0.124375205,100,-100,0.735181347,V (Johnson),5945,90,-90,0.275773196,0.02,-0.02,1.01,0.03,-0.03
66,CoRoT-14,b,Transit,1,1.95E-07,0.00013,-0.00013,06h53m41.81s,103.424211,-05d32m09.7s,-5.536037,0.157328827,110,-110,0.786683938,V (Johnson),6035,100,-100,0.286082474,0.09,-0.09,1.21,0.08,-0.08
67,CoRoT-16,b,Transit,1,7.21E-07,0.0002,-0.0002,18h34m05.93s,278.524691,-06d00m09.3s,-6.002595,0.098483074,90,-90,0.765803109,V (Johnson),5650,100,-100,0.278350515,0.08,-0.08,1.19,0.14,-0.13
68,CoRoT-17,b,Transit,1,5.04E-07,0.0003,-0.0003,18h34m47.82s,278.699254,-06d36m44.0s,-6.612234,0.107898395,50,-50,0.756994819,V (Johnson),5740,80,-80,0.262886598,0.1,-0.1,1.59,0.07,-0.07
69,CoRoT-18,b,Transit,1,2.48E-07,2.80E-06,-2.80E-06,06h32m41.38s,98.17241,-00d01m53.7s,-0.031586,0.102013819,90,-90,0.733160622,V (Johnson),5440,100,-100,0.239690722,0.15,-0.15,1,0.13,-0.13
70,CoRoT-19,b,Transit,1,5.21E-07,2.00E-05,-2.00E-05,06h28m08.06s,97.033582,-00d10m14.5s,-0.170681,0.090244669,160,-160,0.681709845,V (Johnson),6090,70,-70,0.306701031,0.05,-0.05,1.65,0.04,-0.04
71,CoRoT-2,b,Transit,1,2.26E-07,1.00E-06,-1.00E-06,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,0.023160511,140,-140,0.607253886,V (Johnson),5625,120,-120,0.242268041,0.08,-0.08,0.91,0.03,-0.03
72,CoRoT-20,b,Transit,1,1.25E-06,0.0003,-0.0003,06h30m52.90s,97.720408,+00d13m36.9s,0.226919,0.144382761,120,-120,0.715544041,V (Johnson),5880,90,-90,0.288659794,0.08,-0.08,1.02,0.05,-0.05
73,CoRoT-22,b,Transit,1,1.32E-06,0.00011,-0.00011,18h42m40.11s,280.667115,+06d13m08.9s,6.219136,0.069295581,25,-42,0.678445596,V (Johnson),5939,54,-120,0.278350515,0.05,-0.05,1.14,0.04,-0.09
74,CoRoT-23,b,Transit,1,4.85E-07,0.0001,-0.0001,18h39m07.83s,279.782615,+04d21m28.1s,4.357806,0.070237113,50,-50,0.765803109,V (Johnson),5900,100,-100,0.288659794,0.08,-0.08,1.61,0.18,-0.18
75,CoRoT-24,b,Transit,2,6.88E-07,0.0006,-0.0006,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,0.070237113,70,-70,0.764870466,V (Johnson),4950,150,-150,0.229381443,0.09,-0.09,0.86,0.09,-0.09
76,CoRoT-24,c,Transit,2,1.60E-06,0.0063,-0.0063,06h47m41.41s,101.922547,-03d43m09.5s,-3.719301,0.070237113,70,-70,0.763937824,V (Johnson),4950,150,-150,0.229381443,0.09,-0.09,0.86,0.09,-0.09
77,CoRoT-25,b,Transit,1,6.53E-07,6.00E-05,-6.00E-05,18h42m31.12s,280.629662,+06d30m49.8s,6.513829,0.117313715,85,-25,0.763005181,V (Johnson),6040,90,-90,0.275773196,0.11,-0.05,1.19,0.14,-0.03
78,CoRoT-26,b,Transit,1,5.64E-07,5.00E-05,-5.00E-05,18h39m00.12s,279.750514,+06d58m11.2s,6.969787,0.196167023,205,-110,0.762072539,V (Johnson),5590,100,-100,0.275773196,0.06,-0.06,1.79,0.18,-0.09
79,CoRoT-27,b,Transit,1,4.77E-07,6.00E-05,-6.00E-05,18h33m59.00s,278.495813,+05d32m18.5s,5.538462,0.130848238,137.5,-90,0.761139896,V (Johnson),5900,120,-120,0.265463918,0.11,-0.11,1.08,0.18,-0.06
80,CoRoT-28,b,Transit,1,7.01E-07,0.00038,-0.00038,18h34m45.20s,278.688338,+05d34m25.4s,5.57373,0.065529453,70,-70,0.747081175,V (Johnson),5150,100,-100,0.255154639,0.14,-0.14,1.78,0.11,-0.11
81,CoRoT-29,b,Transit,1,3.78E-07,6.00E-06,-6.00E-06,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,0.089656211,50,-50,0.733022452,V (Johnson),5260,100,-100,0.244845361,0.14,-0.14,0.9,0.12,-0.12
82,CoRoT-3,b,Transit,1,5.71E-07,5.00E-06,-5.00E-06,19h28m13.26s,292.055263,+00d07m18.6s,0.12182,0.079652433,160,-160,0.718963731,V (Johnson),6740,140,-140,0.347938144,0.09,-0.09,1.56,0.09,-0.09
83,CoRoT-4,b,Transit,1,1.25E-06,0.00037,-0.00037,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,0.064167174,121.125,-121.125,0.704905009,V (Johnson),6190,60,-60,0.293814433,0.03,-0.02,1.17,0.01,-0.03
84,CoRoT-5,b,Transit,1,5.41E-07,1.90E-06,-1.90E-06,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,0.048681914,82.25,-82.25,0.690846287,V (Johnson),6100,65,-65,0.25257732,0.02,-0.02,1.19,0.04,-0.04
85,CoRoT-6,b,Transit,1,1.20E-06,4.00E-06,-4.00E-06,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,0.033196654,43.375,-43.375,0.676787565,V (Johnson),6090,70,-70,0.265463918,0.05,-0.05,1.02,0.03,-0.03
86,CoRoT-7,b,Transit,2,1.05E-07,5.70E-07,-5.70E-07,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,0.017711395,4.5,-4.5,0.560518135,V (Johnson),5259,58,-58,0.229381443,0.02,-0.02,0.82,0.02,-0.02
87,CoRoT-7,c,Radial Velocity,2,4.94E-07,0.003,-0.003,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,0.017711395,4.5,-4.5,0.560518135,V (Johnson),5259,58,-58,0.229381443,0.02,-0.02,0.82,0.02,-0.02
88,CoRoT-8,b,Transit,1,8.39E-07,3.00E-05,-3.00E-05,19h26m21.24s,291.588518,+01d25m35.2s,1.426452,0.044344982,30,-30,0.722797927,V (Johnson),5080,80,-80,0.221649485,0.04,-0.04,0.77,0.02,-0.02
89,CoRoT-9,b,Transit,1,1.30E-05,0.0014,-0.0014,18h43m08.81s,280.786712,+06d12m15.0s,6.204172,0.053760302,15.04,-15.04,0.665284974,V (Johnson),5625,80,-80,0.25,0.04,-0.04,0.94,0.04,-0.04
90,DENIS-P J082303.1-491201,b,Astrometry,1,3.37E-05,1.38,-1.35,08h23m03.13s,125.76305,-49d12m01.3s,-49.200359,0.002066663,0.08,-0.08,0.535440415,V (Johnson),4928.25,90,-90,0.012886598,0.01,-0.01,0.605,0.055,-0.055
91,DH Tau,b,Imaging,1,0.000716862,365.69,-365.675,04h29m41.56s,67.423158,+26d32m58.3s,26.54952,0.016099021,15,-15,0.405595855,V (Johnson),4231.5,100,-100,0.079896907,0.012,-0.012,0.27,0.07,-0.07
92,DP Leo,b,Eclipse Timing Variations,1,0.001399988,730,-730,11h17m16.00s,169.316667,+17d57m41.1s,17.961417,0.016099021,10.01666667,-10.01666667,0.275751295,V (Johnson),3534.75,110,-110,0.172680412,0.014,-0.014,0.255,0.0575,-0.0575
93,FU Tau,b,Imaging,1,0.038749988,92710,-177025,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,0.016099021,5.033333333,-5.033333333,0.145906736,V (Johnson),2838,120,-120,0.007731959,0.016,-0.016,0.24,0.045,-0.045
94,Fomalhaut,b,Imaging,1,0.076099989,184690,-353320,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,0.000527258,0.05,-0.05,0.016062176,V (Johnson),3054,130,-130,0.510309278,0.018,-0.018,0.225,0.0325,-0.0325
95,GJ 1132,b,Transit,1,2.11E-07,3.10E-05,-3.10E-05,10h14m51.78s,153.715737,-47d09m24.2s,-47.156727,0.001039216,0.24,-0.24,0.65492228,V (Johnson),3270,140,-140,0.041237113,0.02,-0.02,0.21,0.02,-0.02
96,GJ 1214,b,Transit,1,2.04E-07,1.60E-07,-1.60E-07,17h15m18.92s,258.828837,+04d57m50.1s,4.96392,0.000540792,0.125,-0.125,0.738341969,V (Johnson),3170,23,-23,0.036082474,0.01,-0.01,0.18,0.01,-0.01
97,GJ 15 A,b,Radial Velocity,1,1.56E-06,0.0016,-0.0016,00h18m22.89s,4.595356,+44d01m22.6s,44.022953,4.24E-05,0.01,-0.01,0.374611399,V (Johnson),3567,11,-11,0.092783505,0.06,-0.06,0.39,0,0
98,GJ 163,b,Radial Velocity,3,1.17E-06,0.001,-0.001,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,0.001384052,0.44,-0.46,0.567875648,V (Johnson),3500,100,-100,0.097938144,0.02,-0.02,0.3875,0.005,-0.005
99,GJ 163,c,Radial Velocity,3,3.49E-06,0.02,-0.02,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,0.001384052,0.44,-0.46,0.567875648,V (Johnson),3500,100,-100,0.097938144,0.02,-0.02,0.385,0.01,-0.01
100,GJ 163,d,Radial Velocity,3,8.26E-05,12,-12,04h09m15.67s,62.315273,-53d22m25.3s,-53.373699,0.001384052,0.44,-0.46,0.567875648,V (Johnson),3500,100,-100,0.097938144,0.02,-0.02,0.3825,0.015,-0.015
101,GJ 179,b,Radial Velocity,1,0.000313412,59,-59,04h52m05.73s,73.023865,+06d28m35.5s,6.476539,0.001048631,0.56,-0.62,0.577720207,V (Johnson),3370,100,-100,0.087628866,0.03,-0.03,0.38,0.02,-0.02
102,GJ 3021,b,Radial Velocity,1,1.83E-05,0.2,-0.2,00h16m12.68s,4.052823,-79d51m04.3s,-79.851181,0.001695935,0.16,-0.17,0.297409326,V (Johnson),5540,75,-75,0.226804124,0.04,-0.04,0.9,0.0225,-0.0225
103,GJ 317,b,Radial Velocity,1,9.48E-05,2,-2,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,0.001399352,0.22,-0.22,0.576165803,V (Johnson),3510,50,-50,0.103092784,0.05,-0.05,0.733333333,0.025,-0.025
104,GJ 328,b,Radial Velocity,1,0.000561631,300,-300,08h55m07.62s,133.781754,+01d32m47.4s,1.546508,0.001979571,0.85,-0.92,0.47253886,V (Johnson),3900,100,-100,0.172680412,0.05,-0.05,0.566666667,0.0275,-0.0275
105,GJ 3293,b,Radial Velocity,2,4.18E-06,0.01,-0.01,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,0.002131687,1.3625,-1.415,0.575751295,V (Johnson),3466,49,-49,0.103092784,0.0525,-0.0525,0.4,0.03,-0.03
106,GJ 3293,c,Radial Velocity,2,1.69E-05,0.3,-0.3,04h28m35.72s,67.14882,-25d10m09.5s,-25.169301,0.002283804,1.875,-1.91,0.575751295,V (Johnson),3466,49,-49,0.103092784,0.055,-0.055,0.4,0.03,-0.03
107,GJ 3341,b,Radial Velocity,1,1.93E-06,0.007,-0.007,05h15m46.72s,78.944663,-31d17m45.4s,-31.295951,0.00243592,2.3875,-2.405,0.581865285,V (Johnson),3526,49,-49,0.115979381,0.0575,-0.0575,0.44,0.03,-0.03
108,GJ 3470,b,Radial Velocity,1,4.45E-07,4.30E-06,-3.30E-06,07h59m05.84s,119.774349,+15d23m29.4s,15.391492,0.002588036,2.9,-2.9,0.594818653,V (Johnson),3652,50,-50,0.12628866,0.06,-0.06,0.48,0.04,-0.04
109,GJ 3634,b,Radial Velocity,1,3.50E-07,0.00066,-0.00066,10h58m35.10s,164.646242,-31d08m38.4s,-31.143989,0.001952502,0.6,-0.6,0.574093264,V (Johnson),3687,59,-59,0.110824742,0.05,-0.05,0.43,0.03,-0.03
110,GJ 3998,b,Radial Velocity,2,3.51E-07,0.00081,-0.00077,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,0.001715942,0.72,-0.72,0.517098446,V (Johnson),3722,68,-68,0.12371134,0.05,-0.05,0.49,0.05,-0.05
111,GJ 3998,c,Radial Velocity,2,1.87E-06,0.016,-0.016,17h16m00.64s,259.002655,+11d03m27.6s,11.057666,0.001715942,0.72,-0.72,0.517098446,V (Johnson),3722,68,-68,0.12371134,0.05,-0.05,0.49,0.05,-0.05
112,GJ 433,b,Radial Velocity,1,9.97E-07,0.0008,-0.0008,11h35m26.95s,173.862289,-32d32m23.9s,-32.53997,0.000686141,0.14,-0.15,0.464041451,V (Johnson),3600,53.66666667,-53.66666667,0.118556701,0.06,-0.06,0.475,0.035,-0.035
113,GJ 436,b,Radial Velocity,1,3.50E-07,5.70E-07,-5.70E-07,11h42m11.09s,175.546219,+26d42m23.7s,26.70657,0.000826194,0.23,-0.24,0.50880829,V (Johnson),4917,39.33333333,-39.33333333,0.115979381,0.07,-0.07,0.46,0.02,-0.02
114,GJ 504,b,Imaging,1,5.36E-07,5.03E-05,-5.03E-05,13h16m46.52s,199.193817,+09d25m27.0s,9.424156,0.001734773,0.27,-0.28,0.22642487,V (Johnson),6234,25,-25,0.309278351,0.08,-0.08,0.375,0.019333333,-0.019333333
115,GJ 581,b,Radial Velocity,3,7.23E-07,0.0001,-0.0001,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,0.000360136,0.09,-0.09,0.503108808,V (Johnson),5600.5,33.75,-33.75,0.074742268,0.02,-0.02,0.29,0.018666667,-0.018666667
116,GJ 581,c,Radial Velocity,3,1.76E-06,0.002,-0.002,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,0.000360136,0.09,-0.09,0.503108808,V (Johnson),4967,42.5,-42.5,0.074742268,0.02,-0.02,0.29,0.018,-0.018
117,GJ 581,e,Radial Velocity,3,4.19E-07,0.0002,-0.0002,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,0.000360136,0.09,-0.09,0.503108808,V (Johnson),4333.5,51.25,-51.25,0.074742268,0.02,-0.02,0.29,0.017333333,-0.017333333
118,GJ 649,b,Radial Velocity,1,8.19E-05,4.2,-4.2,16h58m08.85s,254.53688,+25d44m39.0s,25.74416,0.000836787,0.16,-0.16,0.458031088,V (Johnson),3700,60,-60,0.134020619,0.05,-0.05,0.301818182,0.016666667,-0.016666667
119,GJ 667 C,b,Radial Velocity,5,9.74E-07,0.0017,-0.0017,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,0.000422513,0.138333333,-0.138333333,0.485492228,V (Johnson),3350,50,-50,0.079896907,0.02,-0.02,0.313636364,0.016,-0.016
120,GJ 667 C,c,Radial Velocity,5,3.84E-06,0.053,-0.065,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,0.000422513,0.116666667,-0.116666667,0.485492228,V (Johnson),3350,50,-50,0.079896907,0.02,-0.02,0.325454545,0.015333333,-0.015333333
121,GJ 667 C,e,Radial Velocity,5,8.51E-06,0.55,-0.55,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,0.000422513,0.095,-0.095,0.485492228,V (Johnson),3350,50,-50,0.079896907,0.02,-0.02,0.337272727,0.014666667,-0.014666667
122,GJ 667 C,f,Radial Velocity,5,5.33E-06,0.194,-0.211,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,0.000422513,0.073333333,-0.073333333,0.485492228,V (Johnson),3350,50,-50,0.079896907,0.02,-0.02,0.349090909,0.014,-0.014
123,GJ 667 C,g,Radial Velocity,5,3.51E-05,13.8,-7.9,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,0.000422513,0.051666667,-0.051666667,0.485492228,V (Johnson),3350,50,-50,0.079896907,0.02,-0.02,0.360909091,0.013333333,-0.013333333
124,GJ 674,b,Radial Velocity,1,6.31E-07,0.007,-0.007,17h28m39.95s,262.166443,-46d53m42.7s,-46.895191,0.00015653,0.03,-0.03,0.441450777,V (Johnson),3600,100,-100,0.085051546,0.03,-0.03,0.372727273,0.012666667,-0.012666667
125,GJ 676 A,b,Radial Velocity,3,0.000143864,1.2,-1.2,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,0.001520574,0.46,-0.49,0.452331606,V (Johnson),3553.25,82,-82,0.177835052,0.04,-0.04,0.384545455,0.012,-0.012
126,GJ 676 A,d,Radial Velocity,3,4.81E-07,0.0008,-0.0008,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,0.001520574,0.46,-0.49,0.452331606,V (Johnson),3506.5,64,-64,0.177835052,0.04,-0.04,0.396363636,0.011333333,-0.011333333
